Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0050803,regulation of synapse structure or activity,19_GO:0065007 biological regulation,-5,3.9,5.7,30211,213,549,15,2.7,0.7,40|1006|1813|1942|2823|5063|5800|7476|9456|22941|22943|23191|26037|51804|389941,ASIC2|CDH8|DRD2|EFNA1|GPM6A|PAK3|PTPRO|WNT7A|HOMER1|SHANK2|DKK1|CYFIP1|SIPA1L1|SIX4|C1QL3,-3
MyList,GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-5,2.8,5.3,30211,480,549,24,4.4,0.87,182|445|467|928|1839|1910|2317|2660|3880|4036|4703|4814|6272|6382|7504|8837|9456|9750|23493|26471|51804|54567|81029|85461,JAG1|ASS1|ATF3|CD9|HBEGF|EDNRB|FLNB|MSTN|KRT19|LRP2|NEB|NINJ1|SORT1|SDC1|XK|CFLAR|HOMER1|RIPOR2|HEY2|NUPR1|SIX4|DLL4|WNT5B|TANC1,-3
MyList,GO Biological Processes,19,GO:0030890,positive regulation of B cell proliferation,19_GO:0002376 immune system process,-5,9.2,7.2,30211,42,549,7,1.3,0.48,972|1880|7099|10451|10673|51293|57181,CD74|GPR183|TLR4|VAV3|TNFSF13B|CD320|SLC39A10,-3
MyList,GO Biological Processes,19,GO:0032411,positive regulation of transporter activity,19_GO:0051179 localization,-5,5.2,6.2,30211,117,549,11,2,0.6,1080|1906|3736|5174|6536|6833|27347|65125|65268|81671|84766,CFTR|EDN1|KCNA1|PDZK1|SLC6A9|ABCC8|STK39|WNK1|WNK2|VMP1|CRACR2A,-3
MyList,GO Biological Processes,19,GO:0045229,external encapsulating structure organization,19_GO:0009987 cellular process,-5,3.5,5.6,30211,269,549,17,3.1,0.74,1999|2199|3914|4321|5268|6423|7051|10549|11174|51144|54507|55612|79625|169044|170690|171019|255631,ELF3|FBLN2|LAMB3|MMP12|SERPINB5|SFRP2|TGM1|PRDX4|ADAMTS6|HSD17B12|ADAMTSL4|FERMT1|NDNF|COL22A1|ADAMTS16|ADAMTS19|COL24A1,-3
MyList,GO Biological Processes,19,GO:0045446,endothelial cell differentiation,19_GO:0032502 developmental process,-5,6.4,6.5,30211,77,549,9,1.6,0.54,182|1910|2150|5144|9076|9693|23493|153562|169044,JAG1|EDNRB|F2RL1|PDE4D|CLDN1|RAPGEF2|HEY2|MARVELD2|COL22A1,-3
MyList,GO Biological Processes,19,GO:0002687,positive regulation of leukocyte migration,19_GO:0040011 locomotion,-5,4.7,6,30211,141,549,12,2.2,0.62,972|1435|1906|2150|2660|3929|7057|9750|27347|57402|65125|80310,CD74|CSF1|EDN1|F2RL1|MSTN|LBP|THBS1|RIPOR2|STK39|S100A14|WNK1|PDGFD,-3
MyList,GO Biological Processes,19,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-5,4.7,6,30211,141,549,12,2.2,0.62,1813|2852|5144|5732|8549|9170|9693|10149|10267|55366|170589|266977,DRD2|GPER1|PDE4D|PTGER2|LGR5|LPAR2|RAPGEF2|ADGRG2|RAMP1|LGR4|GPHA2|ADGRF1,-3
MyList,GO Biological Processes,19,GO:0048839,inner ear development,19_GO:0032502 developmental process,-5,4.1,5.7,30211,190,549,14,2.6,0.67,182|2070|5076|5154|5357|6385|6647|8549|23493|51804|55283|140469|259236|375611,JAG1|EYA4|PAX2|PDGFA|PLS1|SDC4|SOD1|LGR5|HEY2|SIX4|MCOLN3|MYO3B|TMIE|SLC26A5,-3
MyList,GO Biological Processes,19,GO:0043547,positive regulation of GTPase activity,19_GO:0065007 biological regulation,-4.9,3.4,5.5,30211,272,549,17,3.1,0.74,2149|2150|4739|6251|9693|9771|11138|23108|23158|23348|26037|51291|84253|125058|139818|153020|201176,F2R|F2RL1|NEDD9|RSU1|RAPGEF2|RAPGEF5|TBC1D8|RAP1GAP2|TBC1D9|DOCK9|SIPA1L1|GMIP|GARNL3|TBC1D16|DOCK11|RASGEF1B|ARHGAP27,-2.9
MyList,GO Biological Processes,19,GO:0009100,glycoprotein metabolic process,19_GO:0008152 metabolic process,-4.9,3.2,5.4,30211,330,549,19,3.5,0.78,267|1514|2589|2650|2651|4321|5467|8702|8706|9514|22822|26301|51809|55808|57171|79625|84620|84899|266722,AMFR|CTSL|GALNT1|GCNT1|GCNT2|MMP12|PPARD|B4GALT4|B3GALNT1|GAL3ST1|PHLDA1|GBGT1|GALNT7|ST6GALNAC1|DOLPP1|NDNF|ST6GAL2|TMTC4|HS6ST3,-2.9
MyList,GO Biological Processes,19,GO:0071383,cellular response to steroid hormone stimulus,19_GO:0050896 response to stimulus,-4.9,4.7,5.9,30211,142,549,12,2.2,0.62,445|476|1906|2660|2852|4824|5467|7035|8837|54206|85315|133522,ASS1|ATP1A1|EDN1|MSTN|GPER1|NKX3-1|PPARD|TFPI|CFLAR|ERRFI1|PAQR8|PPARGC1B,-2.9
MyList,KEGG Pathway,24,hsa05231,Choline metabolism in cancer,,-4.9,5.6,6.2,30211,98,549,10,1.8,0.57,1606|1608|5154|5291|5321|5578|6009|6584|8395|80310,DGKA|DGKG|PDGFA|PIK3CB|PLA2G4A|PRKCA|RHEB|SLC22A5|PIP5K1B|PDGFD,-2.9
MyList,GO Biological Processes,19,GO:0010952,positive regulation of peptidase activity,19_GO:0048518 positive regulation of biological process,-4.9,4,5.7,30211,192,549,14,2.6,0.67,489|1942|2149|2852|2896|4217|4824|6423|8837|8915|64065|112399|130399|340485,ATP2A3|EFNA1|F2R|GPER1|GRN|MAP3K5|NKX3-1|SFRP2|CFLAR|BCL10|PERP|EGLN3|ACVR1C|ACER2,-2.9
MyList,GO Biological Processes,19,GO:0070493,thrombin-activated receptor signaling pathway,19_GO:0023052 signaling,-4.9,24,9.6,30211,9,549,4,0.73,0.36,2149|2150|2151|10788,F2R|F2RL1|F2RL2|IQGAP2,-2.9
MyList,GO Biological Processes,19,GO:1903532,positive regulation of secretion by cell,19_GO:0051179 localization,-4.9,3.4,5.5,30211,274,549,17,3.1,0.74,18|1080|1813|1906|2150|2852|3625|4824|4828|5321|5467|5874|6382|6385|7099|23086|55691,ABAT|CFTR|DRD2|EDN1|F2RL1|GPER1|INHBB|NKX3-1|NMB|PLA2G4A|PPARD|RAB27B|SDC1|SDC4|TLR4|EXPH5|FRMD4A,-2.9
MyList,GO Biological Processes,19,GO:0001666,response to hypoxia,19_GO:0050896 response to stimulus,-4.9,3.4,5.5,30211,274,549,17,3.1,0.74,18|134|664|1813|1906|3099|4540|4824|5154|5467|6513|7057|7184|8837|64344|79625|112399,ABAT|ADORA1|BNIP3|DRD2|EDN1|HK2|ND5|NKX3-1|PDGFA|PPARD|SLC2A1|THBS1|HSP90B1|CFLAR|HIF3A|NDNF|EGLN3,-2.9
MyList,GO Biological Processes,19,GO:1901184,regulation of ERBB signaling pathway,19_GO:0023052 signaling,-4.9,6.3,6.4,30211,79,549,9,1.6,0.54,134|1012|1839|2852|5774|7039|9052|27131|54206,ADORA1|CDH13|HBEGF|GPER1|PTPN3|TGFA|GPRC5A|SNX5|ERRFI1,-2.9
MyList,GO Biological Processes,19,GO:0035725,sodium ion transmembrane transport,19_GO:0051179 localization,-4.9,5,6,30211,121,549,11,2,0.6,40|476|6328|6335|6340|6520|6533|6536|8671|53373|84679,ASIC2|ATP1A1|SCN3A|SCN9A|SCNN1G|SLC3A2|SLC6A6|SLC6A9|SLC4A4|TPCN1|SLC9A7,-2.9
MyList,GO Biological Processes,19,GO:0046395,carboxylic acid catabolic process,19_GO:0008152 metabolic process,-4.9,3.8,5.6,30211,220,549,15,2.7,0.7,18|1592|1610|2639|2744|5467|8309|8659|9663|54677|56922|64087|169355|197257|390916,ABAT|CYP26A1|DAO|GCDH|GLS|PPARD|ACOX2|ALDH4A1|LPIN2|CROT|MCCC1|MCCC2|IDO2|LDHD|NUDT19,-2.9
MyList,GO Biological Processes,19,GO:0032102,negative regulation of response to external stimulus,19_GO:0048519 negative regulation of biological process,-4.9,2.8,5.2,30211,427,549,22,4,0.84,18|134|928|1813|1906|2852|2896|3827|4321|5055|5154|5270|5467|5654|5800|6647|6833|7035|7057|7105|9021|146760,ABAT|ADORA1|CD9|DRD2|EDN1|GPER1|GRN|KNG1|MMP12|SERPINB2|PDGFA|SERPINE2|PPARD|HTRA1|PTPRO|SOD1|ABCC8|TFPI|THBS1|TSPAN6|SOCS3|RTN4RL1,-2.9
MyList,KEGG Pathway,24,hsa04024,cAMP signaling pathway,,-4.8,3.7,5.6,30211,221,549,15,2.7,0.7,134|476|489|1080|1813|1906|2149|2890|5144|5291|5732|6751|10451|148327|170589,ADORA1|ATP1A1|ATP2A3|CFTR|DRD2|EDN1|F2R|GRIA1|PDE4D|PIK3CB|PTGER2|SSTR1|VAV3|CREB3L4|GPHA2,-2.9
MyList,GO Biological Processes,19,GO:0007043,cell-cell junction assembly,19_GO:0009987 cellular process,-4.8,5,6,30211,122,549,11,2,0.6,928|1004|1006|2705|5578|5800|7368|9076|79983|153562|100506658,CD9|CDH6|CDH8|GJB1|PRKCA|PTPRO|UGT8|CLDN1|POF1B|MARVELD2|OCLN,-2.9
MyList,GO Biological Processes,19,GO:0104004,cellular response to environmental stimulus,19_GO:0050896 response to stimulus,-4.8,3.2,5.3,30211,307,549,18,3.3,0.76,231|598|664|3694|4311|5269|6340|6423|6513|7099|7100|8915|27347|54206|54407|79073|83695|90427,AKR1B1|BCL2L1|BNIP3|ITGB6|MME|SERPINB6|SCNN1G|SFRP2|SLC2A1|TLR4|TLR5|BCL10|STK39|ERRFI1|SLC38A2|TMEM109|RHNO1|BMF,-2.8
MyList,GO Biological Processes,19,GO:0071214,cellular response to abiotic stimulus,19_GO:0050896 response to stimulus,-4.8,3.2,5.3,30211,307,549,18,3.3,0.76,231|598|664|3694|4311|5269|6340|6423|6513|7099|7100|8915|27347|54206|54407|79073|83695|90427,AKR1B1|BCL2L1|BNIP3|ITGB6|MME|SERPINB6|SCNN1G|SFRP2|SLC2A1|TLR4|TLR5|BCL10|STK39|ERRFI1|SLC38A2|TMEM109|RHNO1|BMF,-2.8
MyList,WikiPathways,27,WP98,Prostaglandin synthesis and regulation,,-4.8,8.6,6.9,30211,45,549,7,1.3,0.48,231|306|1906|1910|5321|5732|133522,AKR1B1|ANXA3|EDN1|EDNRB|PLA2G4A|PTGER2|PPARGC1B,-2.8
MyList,GO Biological Processes,19,GO:0045933,positive regulation of muscle contraction,19_GO:0048518 positive regulation of biological process,-4.8,8.6,6.9,30211,45,549,7,1.3,0.48,18|476|1906|2149|2852|6870|60675,ABAT|ATP1A1|EDN1|F2R|GPER1|TACR3|PROK2,-2.8
MyList,GO Biological Processes,19,GO:0006664,glycolipid metabolic process,19_GO:0008152 metabolic process,-4.8,5.4,6.1,30211,101,549,10,1.8,0.57,2581|5283|7368|8702|8706|9514|26301|51604|53947|80055,GALC|PIGH|UGT8|B4GALT4|B3GALNT1|GAL3ST1|GBGT1|PIGT|A4GALT|PGAP1,-2.8
MyList,GO Biological Processes,19,GO:0001952,regulation of cell-matrix adhesion,19_GO:0022610 biological adhesion,-4.8,4.9,5.9,30211,123,549,11,2,0.6,182|1012|1435|4321|5291|5314|6385|7057|55612|57662|340485,JAG1|CDH13|CSF1|MMP12|PIK3CB|PKHD1|SDC4|THBS1|FERMT1|CAMSAP3|ACER2,-2.8
MyList,WikiPathways,27,WP4541,Hippo-Merlin signaling dysregulation,,-4.8,4.9,5.9,30211,123,549,11,2,0.6,1004|1006|1012|2321|3691|3693|3694|5063|5575|7005|8515,CDH6|CDH8|CDH13|FLT1|ITGB4|ITGB5|ITGB6|PAK3|PRKAR1B|TEAD3|ITGA10,-2.8
MyList,GO Biological Processes,19,GO:0032757,positive regulation of interleukin-8 production,19_GO:0048518 positive regulation of biological process,-4.8,7.1,6.5,30211,62,549,8,1.5,0.51,929|972|2149|2150|3929|7099|7100|8915,CD14|CD74|F2R|F2RL1|LBP|TLR4|TLR5|BCL10,-2.8
MyList,GO Biological Processes,19,GO:0060627,regulation of vesicle-mediated transport,19_GO:0051179 localization,-4.8,2.6,5.1,30211,529,549,25,4.6,0.89,392|929|1012|1080|1813|1948|2150|5291|5575|5874|6382|6385|6647|7476|9699|9863|22848|22943|23086|55198|55503|55681|80055|80230|90019,ARHGAP1|CD14|CDH13|CFTR|DRD2|EFNB2|F2RL1|PIK3CB|PRKAR1B|RAB27B|SDC1|SDC4|SOD1|WNT7A|RIMS2|MAGI2|AAK1|DKK1|EXPH5|APPL2|TRPV6|SCYL2|PGAP1|RUFY1|SYT8,-2.8
MyList,GO Biological Processes,19,GO:0010975,regulation of neuron projection development,19_GO:0032502 developmental process,-4.8,2.8,5.1,30211,431,549,22,4,0.84,1136|1272|1608|1942|1948|2896|5063|5793|5800|6423|7476|7504|8837|9693|9863|10677|22943|23191|26037|79625|81618|146760,CHRNA3|CNTN1|DGKG|EFNA1|EFNB2|GRN|PAK3|PTPRG|PTPRO|SFRP2|WNT7A|XK|CFLAR|RAPGEF2|MAGI2|AVIL|DKK1|CYFIP1|SIPA1L1|NDNF|ITM2C|RTN4RL1,-2.8
MyList,GO Biological Processes,19,GO:0051271,negative regulation of cellular component movement,19_GO:0051179 localization,-4.8,3,5.2,30211,369,549,20,3.6,0.8,134|182|928|972|1602|1813|5314|5467|5793|5800|6423|6833|7057|9750|9863|23236|23671|54567|84978|130399,ADORA1|JAG1|CD9|CD74|DACH1|DRD2|PKHD1|PPARD|PTPRG|PTPRO|SFRP2|ABCC8|THBS1|RIPOR2|MAGI2|PLCB1|TMEFF2|DLL4|FRMD5|ACVR1C,-2.8
MyList,GO Biological Processes,19,GO:0002688,regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-4.8,4.9,5.9,30211,124,549,11,2,0.6,972|1435|1906|2150|2660|3929|7057|9750|27347|57402|65125,CD74|CSF1|EDN1|F2RL1|MSTN|LBP|THBS1|RIPOR2|STK39|S100A14|WNK1,-2.8
MyList,GO Biological Processes,19,GO:0007596,blood coagulation,19_GO:0032501 multicellular organismal process,-4.8,4.2,5.7,30211,172,549,13,2.4,0.65,928|1606|1608|2149|2150|2151|3053|3827|5265|5270|5291|7035|10451,CD9|DGKA|DGKG|F2R|F2RL1|F2RL2|SERPIND1|KNG1|SERPINA1|SERPINE2|PIK3CB|TFPI|VAV3,-2.8
MyList,GO Biological Processes,19,GO:0003014,renal system process,19_GO:0032501 multicellular organismal process,-4.8,5.4,6,30211,102,549,10,1.8,0.57,134|231|1136|1813|1906|1910|2149|2150|5800|6565,ADORA1|AKR1B1|CHRNA3|DRD2|EDN1|EDNRB|F2R|F2RL1|PTPRO|SLC15A2,-2.8
MyList,GO Biological Processes,19,GO:1903509,liposaccharide metabolic process,19_GO:0008152 metabolic process,-4.8,5.4,6,30211,102,549,10,1.8,0.57,2581|5283|7368|8702|8706|9514|26301|51604|53947|80055,GALC|PIGH|UGT8|B4GALT4|B3GALNT1|GAL3ST1|GBGT1|PIGT|A4GALT|PGAP1,-2.8
MyList,GO Biological Processes,19,GO:0045987,positive regulation of smooth muscle contraction,19_GO:0048518 positive regulation of biological process,-4.8,11,7.3,30211,31,549,6,1.1,0.44,18|1906|2149|2852|6870|60675,ABAT|EDN1|F2R|GPER1|TACR3|PROK2,-2.8
MyList,GO Biological Processes,19,GO:0060249,anatomical structure homeostasis,19_GO:0065007 biological regulation,-4.8,3.3,5.3,30211,281,549,17,3.1,0.74,134|216|1435|2149|2651|2660|3694|5284|6513|6647|6833|7099|9076|9456|23154|27347|100506658,ADORA1|ALDH1A1|CSF1|F2R|GCNT2|MSTN|ITGB6|PIGR|SLC2A1|SOD1|ABCC8|TLR4|CLDN1|HOMER1|NCDN|STK39|OCLN,-2.8
MyList,GO Biological Processes,19,GO:1904064,positive regulation of cation transmembrane transport,19_GO:0051179 localization,-4.7,4.5,5.7,30211,148,549,12,2.2,0.62,1906|2149|2539|2852|3736|5174|6536|6833|65125|65268|81671|84766,EDN1|F2R|G6PD|GPER1|KCNA1|PDZK1|SLC6A9|ABCC8|WNK1|WNK2|VMP1|CRACR2A,-2.8
MyList,GO Biological Processes,19,GO:0015804,neutral amino acid transport,19_GO:0051179 localization,-4.7,8.4,6.8,30211,46,549,7,1.3,0.48,3993|6509|6520|6533|6536|11136|54407,LLGL2|SLC1A4|SLC3A2|SLC6A6|SLC6A9|SLC7A9|SLC38A2,-2.8
MyList,GO Biological Processes,19,GO:0070372,regulation of ERK1 and ERK2 cascade,19_GO:0023052 signaling,-4.7,3.2,5.3,30211,311,549,18,3.3,0.76,467|972|1813|1880|2149|2150|2651|2852|5154|5314|5578|7099|8837|9693|27330|54206|65268|80310,ATF3|CD74|DRD2|GPR183|F2R|F2RL1|GCNT2|GPER1|PDGFA|PKHD1|PRKCA|TLR4|CFLAR|RAPGEF2|RPS6KA6|ERRFI1|WNK2|PDGFD,-2.8
MyList,Reactome Gene Sets,6,R-HSA-500792,GPCR ligand binding,,-4.7,2.7,5.1,30211,467,549,23,4.2,0.86,134|1813|1880|1906|1910|2149|2150|2151|2852|2863|3827|4828|5732|6751|6870|7433|7476|7504|9170|10267|10316|60675|170589,ADORA1|DRD2|GPR183|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GPR39|KNG1|NMB|PTGER2|SSTR1|TACR3|VIPR1|WNT7A|XK|LPAR2|RAMP1|NMUR1|PROK2|GPHA2,-2.8
MyList,GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0008152 metabolic process,-4.7,2.3,4.9,30211,743,549,31,5.6,0.99,489|1942|2149|2852|2896|3053|3698|3827|4217|4824|5055|5076|5265|5268|5269|5270|5774|6423|7035|7057|7429|8837|8915|10406|26471|51684|64065|112399|130399|144568|340485,ATP2A3|EFNA1|F2R|GPER1|GRN|SERPIND1|ITIH2|KNG1|MAP3K5|NKX3-1|SERPINB2|PAX2|SERPINA1|SERPINB5|SERPINB6|SERPINE2|PTPN3|SFRP2|TFPI|THBS1|VIL1|CFLAR|BCL10|WFDC2|NUPR1|SUFU|PERP|EGLN3|ACVR1C|A2ML1|ACER2,-2.8
MyList,GO Biological Processes,19,GO:0050817,coagulation,19_GO:0032501 multicellular organismal process,-4.7,4.1,5.6,30211,174,549,13,2.4,0.65,928|1606|1608|2149|2150|2151|3053|3827|5265|5270|5291|7035|10451,CD9|DGKA|DGKG|F2R|F2RL1|F2RL2|SERPIND1|KNG1|SERPINA1|SERPINE2|PIK3CB|TFPI|VAV3,-2.8
MyList,GO Biological Processes,19,GO:0010950,positive regulation of endopeptidase activity,19_GO:0048518 positive regulation of biological process,-4.7,4.1,5.6,30211,174,549,13,2.4,0.65,489|1942|2149|2852|4217|4824|6423|8837|8915|64065|112399|130399|340485,ATP2A3|EFNA1|F2R|GPER1|MAP3K5|NKX3-1|SFRP2|CFLAR|BCL10|PERP|EGLN3|ACVR1C|ACER2,-2.8
MyList,GO Biological Processes,19,GO:0015711,organic anion transport,19_GO:0051179 localization,-4.7,3.2,5.2,30211,313,549,18,3.3,0.76,1080|1813|4036|4257|4828|5321|6509|6513|6520|6533|6536|8671|8884|11136|54407|115111|284111|375611,CFTR|DRD2|LRP2|MGST1|NMB|PLA2G4A|SLC1A4|SLC2A1|SLC3A2|SLC6A6|SLC6A9|SLC4A4|SLC5A6|SLC7A9|SLC38A2|SLC26A7|SLC13A5|SLC26A5,-2.8
MyList,GO Biological Processes,19,GO:0031175,neuron projection development,19_GO:0032502 developmental process,-4.7,2.4,4.9,30211,639,549,28,5.1,0.94,214|1272|1813|1906|1942|1948|2823|3925|4036|5063|5076|5357|5800|6385|6647|7368|7476|9693|23022|23154|23191|51062|57662|92558|146760|222950|266977|284217,ALCAM|CNTN1|DRD2|EDN1|EFNA1|EFNB2|GPM6A|STMN1|LRP2|PAK3|PAX2|PLS1|PTPRO|SDC4|SOD1|UGT8|WNT7A|RAPGEF2|PALLD|NCDN|CYFIP1|ATL1|CAMSAP3|BICDL1|RTN4RL1|NYAP1|ADGRF1|LAMA1,-2.8
MyList,GO Biological Processes,19,GO:0003093,regulation of glomerular filtration,19_GO:0032501 multicellular organismal process,-4.7,22,9,30211,10,549,4,0.73,0.36,134|2149|2150|5800,ADORA1|F2R|F2RL1|PTPRO,-2.8
MyList,GO Biological Processes,19,GO:0042045,epithelial fluid transport,19_GO:0051179 localization,-4.7,22,9,30211,10,549,4,0.73,0.36,1080|1906|1910|10768,CFTR|EDN1|EDNRB|AHCYL1,-2.8
MyList,GO Biological Processes,19,GO:1903522,regulation of blood circulation,19_GO:0032501 multicellular organismal process,-4.7,3.4,5.3,30211,256,549,16,2.9,0.72,40|134|476|489|1813|1824|1839|1906|1910|2149|5144|6870|10008|23171|23493|80005,ASIC2|ADORA1|ATP1A1|ATP2A3|DRD2|DSC2|HBEGF|EDN1|EDNRB|F2R|PDE4D|TACR3|KCNE3|GPD1L|HEY2|DOCK5,-2.8
MyList,GO Biological Processes,19,GO:0061005,cell differentiation involved in kidney development,19_GO:0032502 developmental process,-4.7,8.2,6.7,30211,47,549,7,1.3,0.48,182|1910|5076|5800|6299|9863|55366,JAG1|EDNRB|PAX2|PTPRO|SALL1|MAGI2|LGR4,-2.8
MyList,GO Biological Processes,19,GO:0061028,establishment of endothelial barrier,19_GO:0032502 developmental process,-4.7,10,7.2,30211,32,549,6,1.1,0.44,1910|2150|5144|9076|9693|153562,EDNRB|F2RL1|PDE4D|CLDN1|RAPGEF2|MARVELD2,-2.8
MyList,GO Biological Processes,19,GO:2000116,regulation of cysteine-type endopeptidase activity,19_GO:0008152 metabolic process,-4.7,3.6,5.4,30211,229,549,15,2.7,0.7,489|2149|2852|4217|4824|5076|6423|7057|7429|8837|8915|64065|112399|130399|340485,ATP2A3|F2R|GPER1|MAP3K5|NKX3-1|PAX2|SFRP2|THBS1|VIL1|CFLAR|BCL10|PERP|EGLN3|ACVR1C|ACER2,-2.7
MyList,GO Biological Processes,19,GO:0046434,organophosphate catabolic process,19_GO:0008152 metabolic process,-4.7,4.4,5.7,30211,151,549,12,2.2,0.62,3628|4860|5144|5167|5321|9388|23171|23236|51071|51573|133121|390916,INPP1|PNP|PDE4D|ENPP1|PLA2G4A|LIPG|GPD1L|PLCB1|DERA|GDE1|ENPP6|NUDT19,-2.7
MyList,GO Biological Processes,19,GO:0032989,cellular component morphogenesis,19_GO:0032502 developmental process,-4.7,2.5,4.9,30211,573,549,26,4.7,0.91,214|598|928|1272|1813|1906|1942|1948|2823|3691|3880|3925|4036|4703|5063|5076|5800|7368|7476|8837|23022|23191|51062|51804|222950|284217,ALCAM|BCL2L1|CD9|CNTN1|DRD2|EDN1|EFNA1|EFNB2|GPM6A|ITGB4|KRT19|STMN1|LRP2|NEB|PAK3|PAX2|PTPRO|UGT8|WNT7A|CFLAR|PALLD|CYFIP1|ATL1|SIX4|NYAP1|LAMA1,-2.7
MyList,GO Biological Processes,19,GO:0009117,nucleotide metabolic process,19_GO:0008152 metabolic process,-4.7,2.8,5.1,30211,408,549,21,3.8,0.82,55|790|978|2639|3099|3614|4860|5144|5167|5214|5635|8459|51071|51144|54677|64087|80201|84532|169355|197258|390916,ACP3|CAD|CDA|GCDH|HK2|IMPDH1|PNP|PDE4D|ENPP1|PFKP|PRPSAP1|TPST2|DERA|HSD17B12|CROT|MCCC2|HKDC1|ACSS1|IDO2|FCSK|NUDT19,-2.7
MyList,GO Biological Processes,19,GO:0043086,negative regulation of catalytic activity,19_GO:0065007 biological regulation,-4.6,2.2,4.8,30211,786,549,32,5.8,1,306|1813|1910|2660|3053|3698|3827|5055|5076|5265|5268|5269|5270|5291|5575|5635|5800|6272|6423|7035|7057|7429|7453|9021|9052|10406|10788|51291|54206|57718|65125|144568,ANXA3|DRD2|EDNRB|MSTN|SERPIND1|ITIH2|KNG1|SERPINB2|PAX2|SERPINA1|SERPINB5|SERPINB6|SERPINE2|PIK3CB|PRKAR1B|PRPSAP1|PTPRO|SORT1|SFRP2|TFPI|THBS1|VIL1|WARS1|SOCS3|GPRC5A|WFDC2|IQGAP2|GMIP|ERRFI1|PPP4R4|WNK1|A2ML1,-2.7
MyList,GO Biological Processes,19,GO:0036293,response to decreased oxygen levels,19_GO:0050896 response to stimulus,-4.6,3.3,5.2,30211,287,549,17,3.1,0.74,18|134|664|1813|1906|3099|4540|4824|5154|5467|6513|7057|7184|8837|64344|79625|112399,ABAT|ADORA1|BNIP3|DRD2|EDN1|HK2|ND5|NKX3-1|PDGFA|PPARD|SLC2A1|THBS1|HSP90B1|CFLAR|HIF3A|NDNF|EGLN3,-2.7
MyList,GO Biological Processes,19,GO:0007599,hemostasis,19_GO:0065007 biological regulation,-4.6,4,5.5,30211,177,549,13,2.4,0.65,928|1606|1608|2149|2150|2151|3053|3827|5265|5270|5291|7035|10451,CD9|DGKA|DGKG|F2R|F2RL1|F2RL2|SERPIND1|KNG1|SERPINA1|SERPINE2|PIK3CB|TFPI|VAV3,-2.7
MyList,GO Biological Processes,19,GO:0035813,regulation of renal sodium excretion,19_GO:0051179 localization,-4.6,14,7.8,30211,20,549,5,0.91,0.41,134|1813|1906|1910|27131,ADORA1|DRD2|EDN1|EDNRB|SNX5,-2.7
MyList,WikiPathways,27,WP4142,Metabolism of spingolipids in ER and Golgi apparatus,,-4.6,14,7.8,30211,20,549,5,0.91,0.41,2589|7368|8706|81537|166929,GALNT1|UGT8|B3GALNT1|SGPP1|SGMS2,-2.7
MyList,GO Biological Processes,19,GO:0001885,endothelial cell development,19_GO:0032502 developmental process,-4.6,8,6.6,30211,48,549,7,1.3,0.48,1910|2150|5144|9076|9693|153562|169044,EDNRB|F2RL1|PDE4D|CLDN1|RAPGEF2|MARVELD2|COL22A1,-2.7
MyList,GO Biological Processes,19,GO:0042311,vasodilation,19_GO:0032501 multicellular organismal process,-4.6,8,6.6,30211,48,549,7,1.3,0.48,134|1910|2150|2852|3827|5467|6647,ADORA1|EDNRB|F2RL1|GPER1|KNG1|PPARD|SOD1,-2.7
MyList,GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0050789 regulation of biological process,-4.6,2.3,4.8,30211,681,549,29,5.3,0.95,18|928|972|1880|1948|2150|2852|2896|3108|3929|4860|5154|5270|5321|5578|6385|6647|7006|7057|7099|7294|8915|9750|10451|10673|51293|55626|57181|79679,ABAT|CD9|CD74|GPR183|EFNB2|F2RL1|GPER1|GRN|HLA-DMA|LBP|PNP|PDGFA|SERPINE2|PLA2G4A|PRKCA|SDC4|SOD1|TEC|THBS1|TLR4|TXK|BCL10|RIPOR2|VAV3|TNFSF13B|CD320|AMBRA1|SLC39A10|VTCN1,-2.7
MyList,GO Biological Processes,19,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,19_GO:0008152 metabolic process,-4.6,3.8,5.4,30211,204,549,14,2.6,0.67,489|2149|2852|4217|4824|5076|6423|7057|7429|8837|8915|112399|130399|340485,ATP2A3|F2R|GPER1|MAP3K5|NKX3-1|PAX2|SFRP2|THBS1|VIL1|CFLAR|BCL10|EGLN3|ACVR1C|ACER2,-2.7
MyList,GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.6,3.1,5.2,30211,318,549,18,3.3,0.76,445|929|1906|1910|1948|2149|3929|4129|5467|5732|6833|7099|8915|9076|23643|25819|57379|57402,ASS1|CD14|EDN1|EDNRB|EFNB2|F2R|LBP|MAOB|PPARD|PTGER2|ABCC8|TLR4|BCL10|CLDN1|LY96|NOCT|AICDA|S100A14,-2.7
