Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0021915,neural tube development,19_GO:0032502 developmental process,-4,4.9,5.3,30211,151,367,9,2.5,0.81,652|3705|4036|6385|6491|9585|10159|26227|57216,BMP4|ITPK1|LRP2|SDC4|STIL|KIF20B|ATP6AP2|PHGDH|VANGL2,-1.8,MyList
GO Biological Processes,19,GO:0045017,glycerolipid biosynthetic process,19_GO:0008152 metabolic process,-4,4,5.1,30211,224,367,11,3,0.89,660|1040|3707|5281|55500|84803|84879|85465|116255|200879|204962,BMX|CDS1|ITPKB|PIGF|ETNK1|GPAT3|MFSD2A|SELENOI|MOGAT1|LIPH|SLC44A5,-1.8,MyList
GO Biological Processes,19,GO:0009069,serine family amino acid metabolic process,19_GO:0008152 metabolic process,-4,11,6.6,30211,39,367,5,1.4,0.61,1610|2731|10955|26227|29968,DAO|GLDC|SERINC3|PHGDH|PSAT1,-1.8,MyList
GO Biological Processes,19,GO:1903035,negative regulation of response to wounding,19_GO:0048519 negative regulation of biological process,-4,6.5,5.7,30211,89,367,7,1.9,0.71,928|2244|5055|5327|5340|5627|83999,CD9|FGB|SERPINB2|PLAT|PLG|PROS1|KREMEN1,-1.8,MyList
GO Biological Processes,19,GO:0030198,extracellular matrix organization,19_GO:0009987 cellular process,-4,3.7,4.9,30211,266,367,12,3.3,0.93,1999|2006|4321|4322|4643|5268|5340|5768|9508|10516|54507|81621,ELF3|ELN|MMP12|MMP13|MYO1E|SERPINB5|PLG|QSOX1|ADAMTS3|FBLN5|ADAMTSL4|KAZALD1,-1.8,MyList
GO Biological Processes,19,GO:0032535,regulation of cellular component size,19_GO:0065007 biological regulation,-3.9,3.3,4.8,30211,351,367,14,3.8,1,822|2006|4897|6369|6559|7422|7429|7430|9168|23075|26999|57142|80206|93663,CAPG|ELN|NRCAM|CCL24|SLC12A3|VEGFA|VIL1|EZR|TMSB10|SWAP70|CYFIP2|RTN4|FHOD3|ARHGAP18,-1.8,MyList
GO Biological Processes,19,GO:0090407,organophosphate biosynthetic process,19_GO:0008152 metabolic process,-3.9,2.9,4.6,30211,488,367,17,4.6,1.1,132|159|523|660|1040|3707|5281|55500|60481|79071|84803|84879|85465|129642|154141|200879|204962,ADK|ADSS2|ATP6V1A|BMX|CDS1|ITPKB|PIGF|ETNK1|ELOVL5|ELOVL6|GPAT3|MFSD2A|SELENOI|MBOAT2|MBOAT1|LIPH|SLC44A5,-1.8,MyList
GO Biological Processes,19,GO:0006873,cellular ion homeostasis,19_GO:0065007 biological regulation,-3.9,2.6,4.5,30211,635,367,20,5.4,1.2,368|477|479|523|825|1232|1317|1356|1910|5732|6338|6340|6549|9498|10159|23075|83959|84329|286097|338557,ABCC6|ATP1A2|ATP12A|ATP6V1A|CAPN3|CCR3|SLC31A1|CP|EDNRB|PTGER2|SCNN1B|SCNN1G|SLC9A2|SLC4A8|ATP6AP2|SWAP70|SLC4A11|HVCN1|MICU3|FFAR4,-1.8,MyList
GO Biological Processes,19,GO:0043062,extracellular structure organization,19_GO:0009987 cellular process,-3.9,3.7,4.9,30211,267,367,12,3.3,0.93,1999|2006|4321|4322|4643|5268|5340|5768|9508|10516|54507|81621,ELF3|ELN|MMP12|MMP13|MYO1E|SERPINB5|PLG|QSOX1|ADAMTS3|FBLN5|ADAMTSL4|KAZALD1,-1.8,MyList
GO Biological Processes,19,GO:0071248,cellular response to metal ion,19_GO:0050896 response to stimulus,-3.9,4.3,5.1,30211,190,367,10,2.7,0.85,825|1543|1728|1800|3707|5743|6860|9076|57586|84329,CAPN3|CYP1A1|NQO1|DPEP1|ITPKB|PTGS2|SYT4|CLDN1|SYT13|HVCN1,-1.8,MyList
KEGG Pathway,24,hsa00260,"Glycine, serine and threonine metabolism",,-3.9,10,6.5,30211,40,367,5,1.4,0.61,1610|2628|2731|26227|29968,DAO|GATM|GLDC|PHGDH|PSAT1,-1.8,MyList
GO Biological Processes,19,GO:0035725,sodium ion transmembrane transport,19_GO:0051179 localization,-3.9,5.4,5.4,30211,121,367,8,2.2,0.76,477|479|6338|6340|6549|6559|9498|83959,ATP1A2|ATP12A|SCNN1B|SCNN1G|SLC9A2|SLC12A3|SLC4A8|SLC4A11,-1.8,MyList
GO Biological Processes,19,GO:0098660,inorganic ion transmembrane transport,19_GO:0051179 localization,-3.9,2.6,4.5,30211,637,367,20,5.4,1.2,302|477|479|523|1317|1910|5172|6338|6340|6549|6559|6564|9498|83959|84329|140738|140803|219855|245973|286097,ANXA2|ATP1A2|ATP12A|ATP6V1A|SLC31A1|EDNRB|SLC26A4|SCNN1B|SCNN1G|SLC9A2|SLC12A3|SLC15A1|SLC4A8|SLC4A11|HVCN1|TMEM37|TRPM6|SLC37A2|ATP6V1C2|MICU3,-1.8,MyList
GO Biological Processes,19,GO:0000278,mitotic cell cycle,19_GO:0009987 cellular process,-3.9,2.7,4.5,30211,588,367,19,5.2,1.2,672|899|994|3832|4171|4175|6491|9133|9787|9985|10382|11004|51175|51514|54443|55872|79075|80258|221150,BRCA1|CCNF|CDC25B|KIF11|MCM2|MCM6|STIL|CCNB2|DLGAP5|REC8|TUBB4A|KIF2C|TUBE1|DTL|ANLN|PBK|DSCC1|EFHC2|SKA3,-1.8,MyList
GO Biological Processes,19,GO:0045229,external encapsulating structure organization,19_GO:0009987 cellular process,-3.9,3.7,4.9,30211,269,367,12,3.3,0.93,1999|2006|4321|4322|4643|5268|5340|5768|9508|10516|54507|81621,ELF3|ELN|MMP12|MMP13|MYO1E|SERPINB5|PLG|QSOX1|ADAMTS3|FBLN5|ADAMTSL4|KAZALD1,-1.8,MyList
GO Biological Processes,19,GO:0110053,regulation of actin filament organization,19_GO:0050789 regulation of biological process,-3.9,3.7,4.9,30211,269,367,12,3.3,0.93,822|2006|6369|6385|7429|7481|9168|23075|26999|28984|80206|93663,CAPG|ELN|CCL24|SDC4|VIL1|WNT11|TMSB10|SWAP70|CYFIP2|RGCC|FHOD3|ARHGAP18,-1.8,MyList
GO Biological Processes,19,GO:0070372,regulation of ERK1 and ERK2 cascade,19_GO:0023052 signaling,-3.9,3.4,4.8,30211,311,367,13,3.5,0.96,467|652|2244|3791|5801|6098|6369|7430|59272|65268|81610|284340|338557,ATF3|BMP4|FGB|KDR|PTPRR|ROS1|CCL24|EZR|ACE2|WNK2|FAM83D|CXCL17|FFAR4,-1.8,MyList
GO Biological Processes,19,GO:0030036,actin cytoskeleton organization,19_GO:0009987 cellular process,-3.9,2.7,4.5,30211,540,367,18,4.9,1.1,822|825|2006|2245|3880|4642|4643|5358|7429|7430|9124|9168|23075|23096|54443|64005|80206|81624,CAPG|CAPN3|ELN|FGD1|KRT19|MYO1D|MYO1E|PLS3|VIL1|EZR|PDLIM1|TMSB10|SWAP70|IQSEC2|ANLN|MYO1G|FHOD3|DIAPH3,-1.8,MyList
GO Biological Processes,19,GO:0006883,cellular sodium ion homeostasis,19_GO:0065007 biological regulation,-3.9,15,7.3,30211,22,367,4,1.1,0.54,477|479|6338|6340,ATP1A2|ATP12A|SCNN1B|SCNN1G,-1.8,MyList
GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-3.9,3.1,4.6,30211,401,367,15,4.1,1,220|445|652|1543|1950|1999|2735|5268|7422|7481|7498|9076|9133|23705|284217,ALDH1A3|ASS1|BMP4|CYP1A1|EGF|ELF3|GLI1|SERPINB5|VEGFA|WNT11|XDH|CLDN1|CCNB2|CADM1|LAMA1,-1.8,MyList
WikiPathways,27,WP15,Selenium micronutrient network,,-3.9,6.3,5.6,30211,92,367,7,1.9,0.71,2244|5327|5340|5743|7295|7498|85465,FGB|PLAT|PLG|PTGS2|TXN|XDH|SELENOI,-1.8,MyList
GO Biological Processes,19,GO:1901989,positive regulation of cell cycle phase transition,19_GO:0048518 positive regulation of biological process,-3.9,5.4,5.4,30211,123,367,8,2.2,0.76,994|1543|2735|6491|9787|28984|51514|81610,CDC25B|CYP1A1|GLI1|STIL|DLGAP5|RGCC|DTL|FAM83D,-1.8,MyList
GO Biological Processes,19,GO:0048545,response to steroid hormone,19_GO:0050896 response to stimulus,-3.9,3.6,4.8,30211,272,367,12,3.3,0.93,2|306|445|477|652|2908|5327|5732|5743|6446|8611|9076,A2M|ANXA3|ASS1|ATP1A2|BMP4|NR3C1|PLAT|PTGER2|PTGS2|SGK1|PLPP1|CLDN1,-1.8,MyList
Reactome Gene Sets,6,R-HSA-977347,Serine biosynthesis,,-3.8,27,8.8,30211,9,367,3,0.82,0.47,10955|26227|29968,SERINC3|PHGDH|PSAT1,-1.8,MyList
GO Biological Processes,19,GO:0016102,diterpenoid biosynthetic process,19_GO:0008152 metabolic process,-3.8,27,8.8,30211,9,367,3,0.82,0.47,220|1543|157506,ALDH1A3|CYP1A1|RDH10,-1.8,MyList
GO Biological Processes,19,GO:0090270,regulation of fibroblast growth factor production,19_GO:0032501 multicellular organismal process,-3.8,27,8.8,30211,9,367,3,0.82,0.47,5743|7481|28984,PTGS2|WNT11|RGCC,-1.8,MyList
GO Biological Processes,19,GO:0006885,regulation of pH,19_GO:0065007 biological regulation,-3.8,6.2,5.6,30211,93,367,7,1.9,0.71,479|1910|5172|6549|9498|10159|84329,ATP12A|EDNRB|SLC26A4|SLC9A2|SLC4A8|ATP6AP2|HVCN1,-1.8,MyList
GO Biological Processes,19,GO:0008064,regulation of actin polymerization or depolymerization,19_GO:0050789 regulation of biological process,-3.8,4.7,5.2,30211,158,367,9,2.5,0.81,822|2006|6369|7429|9168|23075|26999|80206|93663,CAPG|ELN|CCL24|VIL1|TMSB10|SWAP70|CYFIP2|FHOD3|ARHGAP18,-1.8,MyList
GO Biological Processes,19,GO:0048871,multicellular organismal homeostasis,19_GO:0032501 multicellular organismal process,-3.8,3.2,4.7,30211,359,367,14,3.8,1,231|2034|2810|3694|3791|3933|5743|6338|6340|7422|8878|9076|23154|84879,AKR1B1|EPAS1|SFN|ITGB6|KDR|LCN1|PTGS2|SCNN1B|SCNN1G|VEGFA|SQSTM1|CLDN1|NCDN|MFSD2A,-1.8,MyList
GO Biological Processes,19,GO:0006066,alcohol metabolic process,19_GO:0008152 metabolic process,-3.8,3.4,4.7,30211,316,367,13,3.5,0.96,220|231|1543|1910|3705|3707|6338|6646|8277|8611|27329|116255|157506,ALDH1A3|AKR1B1|CYP1A1|EDNRB|ITPK1|ITPKB|SCNN1B|SOAT1|TKTL1|PLPP1|ANGPTL3|MOGAT1|RDH10,-1.7,MyList
GO Biological Processes,19,GO:0030832,regulation of actin filament length,19_GO:0050789 regulation of biological process,-3.8,4.7,5.1,30211,159,367,9,2.5,0.81,822|2006|6369|7429|9168|23075|26999|80206|93663,CAPG|ELN|CCL24|VIL1|TMSB10|SWAP70|CYFIP2|FHOD3|ARHGAP18,-1.7,MyList
GO Biological Processes,19,GO:0031347,regulation of defense response,19_GO:0050896 response to stimulus,-3.8,2.5,4.4,30211,648,367,20,5.4,1.2,2|1910|2175|3572|3606|3929|4321|5179|5743|6369|7294|8840|11343|23005|23705|51704|55872|59272|284340|338557,A2M|EDNRB|FANCA|IL6ST|IL18|LBP|MMP12|PENK|PTGS2|CCL24|TXK|CCN4|MGLL|MAPKBP1|CADM1|GPRC5B|PBK|ACE2|CXCL17|FFAR4,-1.7,MyList
Canonical Pathways,11,M174,PID UPA UPAR PATHWAY,,-3.8,9.8,6.3,30211,42,367,5,1.4,0.61,2244|4321|4322|5329|5340,FGB|MMP12|MMP13|PLAUR|PLG,-1.7,MyList
GO Biological Processes,19,GO:0043010,camera-type eye development,19_GO:0032502 developmental process,-3.8,3.4,4.7,30211,318,367,13,3.5,0.96,220|652|1410|1543|2321|3791|4286|5797|7422|57110|84879|157506|284217,ALDH1A3|BMP4|CRYAB|CYP1A1|FLT1|KDR|MITF|PTPRM|VEGFA|PLAAT1|MFSD2A|RDH10|LAMA1,-1.7,MyList
WikiPathways,27,WP272,Blood clotting cascade,,-3.8,14,7.1,30211,23,367,4,1.1,0.54,2244|5055|5327|5340,FGB|SERPINB2|PLAT|PLG,-1.7,MyList
GO Biological Processes,19,GO:0034308,primary alcohol metabolic process,19_GO:0008152 metabolic process,-3.8,6.1,5.5,30211,95,367,7,1.9,0.71,220|231|1543|1910|6338|8277|157506,ALDH1A3|AKR1B1|CYP1A1|EDNRB|SCNN1B|TKTL1|RDH10,-1.7,MyList
GO Biological Processes,19,GO:0046470,phosphatidylcholine metabolic process,19_GO:0008152 metabolic process,-3.8,7.4,5.8,30211,67,367,6,1.6,0.66,1040|57110|84879|129642|154141|204962,CDS1|PLAAT1|MFSD2A|MBOAT2|MBOAT1|SLC44A5,-1.7,MyList
GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0022610 biological adhesion,-3.8,2.9,4.5,30211,456,367,16,4.4,1.1,445|652|928|1493|1803|2244|3572|3606|3707|5329|5340|6385|7422|23075|28984|79679,ASS1|BMP4|CD9|CTLA4|DPP4|FGB|IL6ST|IL18|ITPKB|PLAUR|PLG|SDC4|VEGFA|SWAP70|RGCC|VTCN1,-1.7,MyList
GO Biological Processes,19,GO:0042445,hormone metabolic process,19_GO:0008152 metabolic process,-3.8,4.2,4.9,30211,198,367,10,2.7,0.85,220|231|1543|1803|1910|6338|10159|59272|117247|157506,ALDH1A3|AKR1B1|CYP1A1|DPP4|EDNRB|SCNN1B|ATP6AP2|ACE2|SLC16A10|RDH10,-1.7,MyList
GO Biological Processes,19,GO:0022408,negative regulation of cell-cell adhesion,19_GO:0022610 biological adhesion,-3.8,4.1,4.9,30211,199,367,10,2.7,0.85,445|652|928|1493|5340|6385|7422|23075|28984|79679,ASS1|BMP4|CD9|CTLA4|PLG|SDC4|VEGFA|SWAP70|RGCC|VTCN1,-1.7,MyList
Reactome Gene Sets,6,R-HSA-3906995,Diseases associated with O-glycosylation of proteins,,-3.7,7.3,5.7,30211,68,367,6,1.6,0.66,4854|9508|10418|54507|92949|157869,NOTCH3|ADAMTS3|SPON1|ADAMTSL4|ADAMTSL1|SBSPON,-1.7,MyList
GO Biological Processes,19,GO:1902600,proton transmembrane transport,19_GO:0051179 localization,-3.7,5.1,5.2,30211,129,367,8,2.2,0.76,477|479|523|6549|6564|83959|84329|245973,ATP1A2|ATP12A|ATP6V1A|SLC9A2|SLC15A1|SLC4A11|HVCN1|ATP6V1C2,-1.7,MyList
GO Biological Processes,19,GO:0048589,developmental growth,19_GO:0040007 growth,-3.7,3.1,4.6,30211,369,367,14,3.8,1,652|928|3484|4322|5340|6338|6491|7294|7481|23767|26999|51299|157506|259266,BMP4|CD9|IGFBP1|MMP13|PLG|SCNN1B|STIL|TXK|WNT11|FLRT3|CYFIP2|NRN1|RDH10|ASPM,-1.7,MyList
GO Biological Processes,19,GO:0016042,lipid catabolic process,19_GO:0008152 metabolic process,-3.7,3.5,4.7,30211,282,367,12,3.3,0.93,1591|3030|3032|11001|11343|27329|57110|57552|81579|113026|200879|390916,CYP24A1|HADHA|HADHB|SLC27A2|MGLL|ANGPTL3|PLAAT1|NCEH1|PLA2G12A|PLCD3|LIPH|NUDT19,-1.7,MyList
GO Biological Processes,19,GO:0001558,regulation of cell growth,19_GO:0040007 growth,-3.7,3,4.5,30211,415,367,15,4.1,1,1410|2810|3484|4897|6098|6446|6860|7422|7481|8643|10516|10591|57142|81621|84879,CRYAB|SFN|IGFBP1|NRCAM|ROS1|SGK1|SYT4|VEGFA|WNT11|PTCH2|FBLN5|DNPH1|RTN4|KAZALD1|MFSD2A,-1.7,MyList
GO Biological Processes,19,GO:0048844,artery morphogenesis,19_GO:0032502 developmental process,-3.7,7.2,5.7,30211,69,367,6,1.6,0.66,652|4036|4854|7422|7481|27329,BMP4|LRP2|NOTCH3|VEGFA|WNT11|ANGPTL3,-1.7,MyList
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-3.7,2.6,4.4,30211,560,367,18,4.9,1.1,306|652|1950|2321|3791|3929|5743|6369|7422|7429|7481|8840|9076|9585|23075|27329|57142|284340,ANXA3|BMP4|EGF|FLT1|KDR|LBP|PTGS2|CCL24|VEGFA|VIL1|WNT11|CCN4|CLDN1|KIF20B|SWAP70|ANGPTL3|RTN4|CXCL17,-1.7,MyList
GO Biological Processes,19,GO:2000048,negative regulation of cell-cell adhesion mediated by cadherin,19_GO:0022610 biological adhesion,-3.7,25,8.3,30211,10,367,3,0.82,0.47,5340|7422|28984,PLG|VEGFA|RGCC,-1.7,MyList
Canonical Pathways,11,M137,PID VEGF VEGFR PATHWAY,,-3.7,25,8.3,30211,10,367,3,0.82,0.47,2321|3791|7422,FLT1|KDR|VEGFA,-1.7,MyList
GO Biological Processes,19,GO:0006560,proline metabolic process,19_GO:0008152 metabolic process,-3.7,25,8.3,30211,10,367,3,0.82,0.47,1610|4942|8659,DAO|OAT|ALDH4A1,-1.7,MyList
GO Biological Processes,19,GO:0040007,growth,19_GO:0040007 growth,-3.7,3.1,4.5,30211,371,367,14,3.8,1,652|928|3484|4322|5340|6338|6491|7294|7481|23767|26999|51299|157506|259266,BMP4|CD9|IGFBP1|MMP13|PLG|SCNN1B|STIL|TXK|WNT11|FLRT3|CYFIP2|NRN1|RDH10|ASPM,-1.7,MyList
GO Biological Processes,19,GO:0046474,glycerophospholipid biosynthetic process,19_GO:0008152 metabolic process,-3.7,4,4.8,30211,204,367,10,2.7,0.85,660|1040|3707|5281|55500|84803|84879|85465|200879|204962,BMX|CDS1|ITPKB|PIGF|ETNK1|GPAT3|MFSD2A|SELENOI|LIPH|SLC44A5,-1.6,MyList
GO Biological Processes,19,GO:0032147,activation of protein kinase activity,19_GO:0048518 positive regulation of biological process,-3.7,5,5.1,30211,132,367,8,2.2,0.76,1136|1950|3606|7295|7422|7481|28984|51704,CHRNA3|EGF|IL18|TXN|VEGFA|WNT11|RGCC|GPRC5B,-1.6,MyList
GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-3.6,3.1,4.5,30211,375,367,14,3.8,1,822|1410|2006|6369|6385|7429|7481|9168|10382|23075|26999|28984|80206|93663,CAPG|CRYAB|ELN|CCL24|SDC4|VIL1|WNT11|TMSB10|TUBB4A|SWAP70|CYFIP2|RGCC|FHOD3|ARHGAP18,-1.6,MyList
GO Biological Processes,19,GO:0006970,response to osmotic stress,19_GO:0050896 response to stimulus,-3.6,7,5.6,30211,71,367,6,1.6,0.66,231|825|5269|5743|9076|83959,AKR1B1|CAPN3|SERPINB6|PTGS2|CLDN1|SLC4A11,-1.6,MyList
Canonical Pathways,11,M239,PID A6B1 A6B4 INTEGRIN PATHWAY,,-3.6,8.9,6,30211,46,367,5,1.4,0.61,928|1950|2810|3910|284217,CD9|EGF|SFN|LAMA4|LAMA1,-1.6,MyList
GO Biological Processes,19,GO:0030003,cellular cation homeostasis,19_GO:0065007 biological regulation,-3.6,2.5,4.2,30211,620,367,19,5.2,1.2,477|479|523|825|1232|1317|1356|1910|5732|6338|6340|6549|9498|10159|23075|83959|84329|286097|338557,ATP1A2|ATP12A|ATP6V1A|CAPN3|CCR3|SLC31A1|CP|EDNRB|PTGER2|SCNN1B|SCNN1G|SLC9A2|SLC4A8|ATP6AP2|SWAP70|SLC4A11|HVCN1|MICU3|FFAR4,-1.6,MyList
GO Biological Processes,19,GO:0098662,inorganic cation transmembrane transport,19_GO:0051179 localization,-3.6,2.6,4.3,30211,571,367,18,4.9,1.1,302|477|479|523|1317|1910|6338|6340|6549|6559|6564|9498|83959|84329|140738|140803|245973|286097,ANXA2|ATP1A2|ATP12A|ATP6V1A|SLC31A1|EDNRB|SCNN1B|SCNN1G|SLC9A2|SLC12A3|SLC15A1|SLC4A8|SLC4A11|HVCN1|TMEM37|TRPM6|ATP6V1C2|MICU3,-1.6,MyList
GO Biological Processes,19,GO:0003014,renal system process,19_GO:0032501 multicellular organismal process,-3.6,5.6,5.2,30211,102,367,7,1.9,0.71,231|652|1136|1910|4643|6446|26249,AKR1B1|BMP4|CHRNA3|EDNRB|MYO1E|SGK1|KLHL3,-1.6,MyList
Canonical Pathways,11,M183,PID IL6 7 PATHWAY,,-3.6,8.8,5.9,30211,47,367,5,1.4,0.61,2|3572|3929|4286|7076,A2M|IL6ST|LBP|MITF|TIMP1,-1.6,MyList
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-3.6,2.8,4.3,30211,475,367,16,4.4,1.1,672|3572|3606|3929|4321|5743|7294|7481|10159|10626|10855|23705|28984|51704|79679|284340,BRCA1|IL6ST|IL18|LBP|MMP12|PTGS2|TXK|WNT11|ATP6AP2|TRIM16|HPSE|CADM1|RGCC|GPRC5B|VTCN1|CXCL17,-1.6,MyList
GO Biological Processes,19,GO:0061045,negative regulation of wound healing,19_GO:0048519 negative regulation of biological process,-3.6,6.8,5.5,30211,73,367,6,1.6,0.66,928|2244|5055|5327|5340|5627,CD9|FGB|SERPINB2|PLAT|PLG|PROS1,-1.6,MyList
KEGG Pathway,24,hsa04974,Protein digestion and absorption,,-3.6,5.6,5.2,30211,103,367,7,1.9,0.71,477|1803|2006|6564|23428|59272|117247,ATP1A2|DPP4|ELN|SLC15A1|SLC7A8|ACE2|SLC16A10,-1.6,MyList
GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,19_GO:0050789 regulation of biological process,-3.6,2.7,4.3,30211,525,367,17,4.6,1.1,672|822|899|2006|6369|6385|6491|7429|7481|9168|10382|23075|26999|28984|80206|93663|221150,BRCA1|CAPG|CCNF|ELN|CCL24|SDC4|STIL|VIL1|WNT11|TMSB10|TUBB4A|SWAP70|CYFIP2|RGCC|FHOD3|ARHGAP18|SKA3,-1.6,MyList
GO Biological Processes,19,GO:0003139,secondary heart field specification,19_GO:0032502 developmental process,-3.6,22,7.9,30211,11,367,3,0.82,0.47,652|4036|7481,BMP4|LRP2|WNT11,-1.6,MyList
GO Biological Processes,19,GO:0003096,renal sodium ion transport,19_GO:0051179 localization,-3.6,22,7.9,30211,11,367,3,0.82,0.47,1910|6446|26249,EDNRB|SGK1|KLHL3,-1.6,MyList
GO Biological Processes,19,GO:0051604,protein maturation,19_GO:0008152 metabolic process,-3.6,3.6,4.6,30211,251,367,11,3,0.89,1362|1510|1803|2244|5327|9508|10159|26999|59272|63901|119587,CPD|CTSE|DPP4|FGB|PLAT|ADAMTS3|ATP6AP2|CYFIP2|ACE2|FAM111A|CPXM2,-1.6,MyList
GO Biological Processes,19,GO:1901890,positive regulation of cell junction assembly,19_GO:0048518 positive regulation of biological process,-3.5,5.5,5.1,30211,104,367,7,1.9,0.71,3791|6385|7422|9076|23767|57633|59272,KDR|SDC4|VEGFA|CLDN1|FLRT3|LRRN1|ACE2,-1.5,MyList
WikiPathways,27,WP2873,Aryl hydrocarbon receptor pathway,,-3.5,8.6,5.8,30211,48,367,5,1.4,0.61,1543|1728|3484|4257|5055,CYP1A1|NQO1|IGFBP1|MGST1|SERPINB2,-1.5,MyList
GO Biological Processes,19,GO:0001885,endothelial cell development,19_GO:0032502 developmental process,-3.5,8.6,5.8,30211,48,367,5,1.4,0.61,1910|2889|7430|9076|10855,EDNRB|RAPGEF1|EZR|CLDN1|HPSE,-1.5,MyList
GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-3.5,2.7,4.3,30211,480,367,16,4.4,1.1,445|467|652|825|928|1410|1910|2006|2034|3880|4036|5340|7004|7422|9124|80206,ASS1|ATF3|BMP4|CAPN3|CD9|CRYAB|EDNRB|ELN|EPAS1|KRT19|LRP2|PLG|TEAD4|VEGFA|PDLIM1|FHOD3,-1.5,MyList
GO Biological Processes,19,GO:0045606,positive regulation of epidermal cell differentiation,19_GO:0032502 developmental process,-3.5,12,6.5,30211,27,367,4,1.1,0.54,652|2810|8643|10626,BMP4|SFN|PTCH2|TRIM16,-1.5,MyList
GO Biological Processes,19,GO:0030833,regulation of actin filament polymerization,19_GO:0050789 regulation of biological process,-3.5,4.7,4.9,30211,139,367,8,2.2,0.76,822|2006|6369|7429|9168|26999|80206|93663,CAPG|ELN|CCL24|VIL1|TMSB10|CYFIP2|FHOD3|ARHGAP18,-1.5,MyList
GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0023052 signaling,-3.5,2.4,4.1,30211,686,367,20,5.4,1.2,467|652|1950|2244|2321|3791|5801|6098|6369|7422|7430|7498|10159|22943|55872|59272|65268|81610|284340|338557,ATF3|BMP4|EGF|FGB|FLT1|KDR|PTPRR|ROS1|CCL24|VEGFA|EZR|XDH|ATP6AP2|DKK1|PBK|ACE2|WNK2|FAM83D|CXCL17|FFAR4,-1.5,MyList
GO Biological Processes,19,GO:0055086,nucleobase-containing small molecule metabolic process,19_GO:0008152 metabolic process,-3.5,2.7,4.2,30211,483,367,16,4.4,1.1,132|159|523|2745|5214|7498|10020|10591|11164|22978|57379|60481|79071|284486|341392|390916,ADK|ADSS2|ATP6V1A|GLRX|PFKP|XDH|GNE|DNPH1|NUDT5|NT5C2|AICDA|ELOVL5|ELOVL6|THEM5|ACSM4|NUDT19,-1.5,MyList
GO Biological Processes,19,GO:0045927,positive regulation of growth,19_GO:0040007 growth,-3.5,3.5,4.5,30211,256,367,11,3,0.89,825|2735|2810|3484|5292|6860|7422|7429|7430|10591|84879,CAPN3|GLI1|SFN|IGFBP1|PIM1|SYT4|VEGFA|VIL1|EZR|DNPH1|MFSD2A,-1.5,MyList
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-3.5,2.5,4.2,30211,584,367,18,4.9,1.1,306|652|1950|2321|3791|3929|5743|6369|7422|7429|7481|8840|9076|9585|23075|27329|57142|284340,ANXA3|BMP4|EGF|FLT1|KDR|LBP|PTGS2|CCL24|VEGFA|VIL1|WNT11|CCN4|CLDN1|KIF20B|SWAP70|ANGPTL3|RTN4|CXCL17,-1.5,MyList
GO Biological Processes,19,GO:0046903,secretion,19_GO:0051179 localization,-3.5,2.7,4.2,30211,485,367,16,4.4,1.1,306|379|1910|6338|6583|6860|7422|7498|10516|54097|57586|64005|81579|85413|117247|338557,ANXA3|ARL4D|EDNRB|SCNN1B|SLC22A4|SYT4|VEGFA|XDH|FBLN5|FAM3B|SYT13|MYO1G|PLA2G12A|SLC22A16|SLC16A10|FFAR4,-1.5,MyList
GO Biological Processes,19,GO:0030258,lipid modification,19_GO:0008152 metabolic process,-3.5,4.2,4.7,30211,178,367,9,2.5,0.81,1543|1591|3030|3032|6646|8611|11001|129642|154141,CYP1A1|CYP24A1|HADHA|HADHB|SOAT1|PLPP1|SLC27A2|MBOAT2|MBOAT1,-1.5,MyList
GO Biological Processes,19,GO:0033280,response to vitamin D,19_GO:0050896 response to stimulus,-3.5,12,6.3,30211,28,367,4,1.1,0.54,1591|5179|5292|5743,CYP24A1|PENK|PIM1|PTGS2,-1.5,MyList
WikiPathways,27,WP3888,VEGFA-VEGFR2 signaling pathway,,-3.5,2.8,4.2,30211,439,367,15,4.1,1,660|2244|2321|2889|3791|4688|5329|5743|7004|7295|7422|7430|9168|22943|55872,BMX|FGB|FLT1|RAPGEF1|KDR|NCF2|PLAUR|PTGS2|TEAD4|TXN|VEGFA|EZR|TMSB10|DKK1|PBK,-1.5,MyList
GO Biological Processes,19,GO:0045446,endothelial cell differentiation,19_GO:0032502 developmental process,-3.5,6.4,5.3,30211,77,367,6,1.6,0.66,1910|2889|3791|7430|9076|10855,EDNRB|RAPGEF1|KDR|EZR|CLDN1|HPSE,-1.5,MyList
