"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015711","BP","GO:0015711","organic anion transport","57/1639","372/18903",1.67389713393307e-05,0.00253902575477929,0.00214530980686001,"SLC26A4/SLC38A11/PTGS2/ACE2/SLC4A11/MPC1/MFSD2A/SLCO1A2/SLC4A8/SLC16A10/MGST1/ABAT/SLC5A8/SLC38A9/SLC27A6/SLC6A14/SLCO4A1/PLA2G3/CA4/EMB/PLA2G5/SLC7A8/RGS2/SLC16A6/PLA2G12A/CTNS/SLC3A2/PLA2G4A/P2RX7/SLC16A5/SLC52A3/SLC25A30/SFXN1/CD47/SERINC3/SLC25A13/SLC25A38/SLC25A23/P2RX4/LRRC8A/PROCA1/SLC9A3R1/LRRC8E/SFXN5/SLC7A6/SLC2A6/SLC39A8/TNFRSF11A/SLC5A6/SLC7A9/SLC6A9/SV2A/SLC1A1/ATP1A2/SLC16A3/LRP2/ABCC6",57
"GO:0006790","BP","GO:0006790","sulfur compound metabolic process","53/1639","338/18903",1.70794324603743e-05,0.00253902575477929,0.00214530980686001,"GSTA5/MAT1A/ACSM4/CTH/NUDT19/TKTL1/ELOVL6/XDH/CHST4/PHGDH/THEM5/B3GNT7/ACOT7/GSTT4/DPEP1/CHST2/ELOVL5/TST/GCLC/HSD17B4/ETHE1/BPNT1/GSTK1/CTNS/UGDH/ACSS2/GGT5/AMD1/PMVK/PDK4/ELOVL1/HACD2/EGFLAM/NFE2L2/ACLY/BTD/GLB1/SUCLA2/SUCLG2/ACOT9/AKR1A1/MAT2A/ACOT8/HLCS/AADAT/ACP3/ACSBG1/AASS/SMS/ACACB/ENPP1/HPSE/SLC1A1",53
"GO:0001666","BP","GO:0001666","response to hypoxia","48/1639","296/18903",1.72752220090443e-05,0.00253902575477929,0.00214530980686001,"PTGS2/CYP1A1/CRYAB/E2F1/STC2/PENK/VEGFA/ABAT/VEGFD/CCNA2/PLAT/DPP4/EPAS1/BAD/PDLIM1/BRIP1/RGCC/CXCR4/PTGIS/TFRC/PPARG/MYC/TIGAR/HMOX1/ATP1B1/NDRG1/CITED2/TGFB3/SLC29A1/AJUBA/NFE2L2/ERO1A/SRC/MMP2/PHB2/CAPN2/LMNA/PINK1/RWDD3/EP300/CREBBP/PLOD2/SLC9A1/TERT/RYR1/HIF3A/MGARP/NKX3-1",48
"GO:0048545","BP","GO:0048545","response to steroid hormone","53/1639","339/18903",1.8575039114994e-05,0.00266347938919633,0.00225046494438143,"SCNN1B/PTGS2/SLC12A3/SCNN1G/PTGER2/SGK1/ANXA3/CLDN1/ACTA1/PCSK1/ASS1/A2M/PLPP1/TACR1/PLAT/BRCA1/BAD/ABCA3/ABHD2/NCOA4/ADAM9/POR/GOT1/MSTN/HMGB2/BMP6/TGFB3/BMP4/SRC/GLB1/NR3C1/UFSP2/PHB2/FKBP4/PCK2/TRIM68/EP300/ERRFI1/PER1/SREBF1/STK39/ARID1A/ACSBG1/NCOR2/ZBTB7A/TRERF1/ESR1/ZMIZ1/PGR/MGARP/GPR83/ATP1A2/NKX3-1",53
"GO:0051983","BP","GO:0051983","regulation of chromosome segregation","27/1639","132/18903",2.09132360111682e-05,0.0029273551073728,0.0024734225748547,"DLGAP5/KIF2C/BUB1/NCAPH/NCAPG/CENPE/TTK/NDC80/AURKB/BIRC5/CENPF/CDCA2/CDC20/ESPL1/DUSP1/CDCA8/NCAPG2/SPC24/FBXO5/RAD18/GEN1/ANAPC5/SMC4/CDC16/ARID1B/SMARCD1/ARID1A",27
"GO:1905818","BP","GO:1905818","regulation of chromosome separation","24/1639","111/18903",2.27101650772254e-05,0.00306399806899921,0.00258887689234784,"DLGAP5/BUB1/NCAPH/NCAPG/CENPE/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/ESPL1/DUSP1/CDCA8/NCAPG2/SPC24/FBXO5/GEN1/ANAPC5/SMC4/CDC16/ARID1B/SMARCD1/ARID1A",24
"GO:0060249","BP","GO:0060249","anatomical structure homeostasis","52/1639","333/18903",2.29317766688153e-05,0.00306399806899921,0.00258887689234784,"LCN1/CRB1/CAPN3/PTGS2/ITGB6/CA2/CLDN1/MFSD2A/COMP/VEGFA/VSIG1/EPAS1/ABCA3/WWTR1/ILDR2/TFRC/KDR/SLC22A5/BARD1/F11R/CLCN3/RAC3/LAMP2/MSTN/P2RX7/PDK4/CDH5/TMEM106B/ESAM/SRC/FH/MKS1/CHMP4B/LAMA2/LARGE2/P2RX4/SMO/TRIM32/CUBN/IHH/CRACD/STK39/SLC39A8/TNFRSF11A/PRKCA/UBASH3B/IL20RA/CDH23/NCDN/SLC1A1/PLEKHM1/PIGR",52
"GO:0046777","BP","GO:0046777","protein autophosphorylation","39/1639","226/18903",2.50526318974312e-05,0.00307998768227566,0.00260238706415499,"BMX/TXK/MELK/TTK/AURKB/VEGFA/ERBB4/AURKA/ACVR1B/KDR/PIM1/HTATIP2/ERN1/PDPK1/FLT1/STK24/GREM1/MVP/OXSR1/TEK/CHP1/SRC/GRK5/STK10/CAMK2D/EIF2AK1/FAM20C/MAP3K21/PINK1/FER/EGFR/ERRFI1/MAP3K12/STK39/NEK10/ATG13/MAP3K9/ENPP1/WNK2",39
"GO:0033865","BP","GO:0033865","nucleoside bisphosphate metabolic process","26/1639","126/18903",2.51470332963483e-05,0.00307998768227566,0.00260238706415499,"ACSM4/NUDT19/ELOVL6/PANK1/THEM5/ACOT7/ELOVL5/HSD17B4/BPNT1/ACSS2/HMGCR/PMVK/PDK4/ELOVL1/HACD2/ACLY/SUCLA2/SUCLG2/ACOT9/ACOT8/AADAT/CROT/ACSBG1/AASS/ACACB/ENPP1",26
"GO:0033875","BP","GO:0033875","ribonucleoside bisphosphate metabolic process","26/1639","126/18903",2.51470332963483e-05,0.00307998768227566,0.00260238706415499,"ACSM4/NUDT19/ELOVL6/PANK1/THEM5/ACOT7/ELOVL5/HSD17B4/BPNT1/ACSS2/HMGCR/PMVK/PDK4/ELOVL1/HACD2/ACLY/SUCLA2/SUCLG2/ACOT9/ACOT8/AADAT/CROT/ACSBG1/AASS/ACACB/ENPP1",26
"GO:0034032","BP","GO:0034032","purine nucleoside bisphosphate metabolic process","26/1639","126/18903",2.51470332963483e-05,0.00307998768227566,0.00260238706415499,"ACSM4/NUDT19/ELOVL6/PANK1/THEM5/ACOT7/ELOVL5/HSD17B4/BPNT1/ACSS2/HMGCR/PMVK/PDK4/ELOVL1/HACD2/ACLY/SUCLA2/SUCLG2/ACOT9/ACOT8/AADAT/CROT/ACSBG1/AASS/ACACB/ENPP1",26
"GO:0036293","BP","GO:0036293","response to decreased oxygen levels","49/1639","309/18903",2.59618143975388e-05,0.00311488789475777,0.00263187544880743,"PTGS2/CYP1A1/CRYAB/E2F1/STC2/PENK/VEGFA/ABAT/VEGFD/CCNA2/PLAT/DPP4/EPAS1/BAD/PDLIM1/BRIP1/RGCC/CXCR4/PTGIS/TFRC/PPARG/MYC/TIGAR/HMOX1/ATP1B1/NDRG1/CITED2/TGFB3/SLC29A1/AJUBA/NFE2L2/ERO1A/SRC/MMP2/PHB2/CAPN2/LMNA/PINK1/RWDD3/EP300/CREBBP/PLOD2/SLC9A1/TERT/RYR1/HIF3A/SLC1A1/MGARP/NKX3-1",49
"GO:0090068","BP","GO:0090068","positive regulation of cell cycle process","43/1639","260/18903",2.87228963023077e-05,0.00331091743088573,0.0027975075167366,"EGF/CYP1A1/DLGAP5/PBK/NCAPH/RRM2/FAM83D/KIF14/NCAPG/DTL/NDC80/ECT2/AURKB/BIRC5/CDC25B/ESPL1/STIL/KIF20B/RGCC/AURKA/PLK4/CDCA8/NCAPG2/RDX/FBXO5/RAB11A/ATAD5/RRM1/GEN1/ANAPC5/PHB2/SMC4/CDC16/STXBP4/PBX1/EGFR/CDC14A/MAP10/WIZ/TERT/MSX1/DDX11/GLI1",43
"GO:0098657","BP","GO:0098657","import into cell","42/1639","252/18903",2.93672831646984e-05,0.00331091743088573,0.0027975075167366,"ATP12A/SLC15A1/SCNN1B/SLC22A4/SLC12A3/ACE2/SCNN1G/SLC27A2/SLC9A2/KCNQ1/SLC6A14/SLC7A8/RGS2/SLC39A6/PRNP/ATP1B1/SLC3A2/SLC29A1/SLC39A14/FLOT1/ATP2B4/LRRC8A/LRRC8E/CACNA1C/TRPM2/SLC39A8/WNK1/SLC9A1/SLC5A6/HFE/SLC18A2/CACNA1D/SLC6A9/ATP4A/PLPPR4/SLC1A1/SLC29A4/ATP1A2/WNK2/HCN4/LRP2/SLC39A4",42
"GO:0045787","BP","GO:0045787","positive regulation of cell cycle","55/1639","362/18903",2.97769457492561e-05,0.00331091743088573,0.0027975075167366,"EGF/CYP1A1/DLGAP5/PBK/NCAPH/RRM2/FAM83D/KIF14/NCAPG/DTL/NDC80/ECT2/AURKB/BIRC5/CDC25B/ESPL1/STIL/KIF20B/RGCC/AURKA/PLK4/CDCA8/NCAPG2/RDX/FBXO5/RAB11A/CCPG1/ATAD5/CITED2/RRM1/GEN1/SRC/CKS1B/DYNLT3/ANAPC5/PHB2/SMC4/CDC16/STXBP4/TRIM32/CCNK/PBX1/NUPR1/EGFR/CDC14A/MAP10/WIZ/MARK4/PRKCA/TERT/HCFC1/MSX1/DDX11/GLI1/NKX3-1",55
"GO:0048754","BP","GO:0048754","branching morphogenesis of an epithelial tube","30/1639","157/18903",2.98483796286688e-05,0.00331091743088573,0.0027975075167366,"EGF/LAMA1/RDH10/VEGFA/TACSTD2/KDR/TIMELESS/MYC/COL4A1/NOTCH4/GREM1/PLXND1/PKHD1/BMP4/SRC/MKS1/PHB2/NFATC4/GZF1/DCHS1/SMO/PBX1/IHH/ESR1/SALL1/PGR/GLI2/GREB1L/WNT6/NKX3-1",30
"GO:0051304","BP","GO:0051304","chromosome separation","27/1639","135/18903",3.18445397634418e-05,0.00340806974782634,0.0028795948362132,"DLGAP5/BUB1/NCAPH/TOP2A/NCAPG/CENPE/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/ESPL1/FANCM/DUSP1/CDCA8/NCAPG2/SPC24/FBXO5/GEN1/ANAPC5/SMC4/CDC16/ARID1B/SMARCD1/ARID1A/HFM1",27
"GO:0070482","BP","GO:0070482","response to oxygen levels","52/1639","337/18903",3.18836258088874e-05,0.00340806974782634,0.0028795948362132,"PTGS2/CYP1A1/CRYAB/E2F1/ATP6V1A/STC2/PENK/VEGFA/ABAT/VEGFD/CCNA2/PLAT/DPP4/EPAS1/BAD/PDLIM1/BRIP1/RGCC/CXCR4/PTGIS/TFRC/PPARG/MYC/PDPN/TIGAR/HMOX1/ATP1B1/NDRG1/CITED2/TGFB3/SLC29A1/AJUBA/NFE2L2/ERO1A/SRC/MMP2/PHB2/CAPN2/LMNA/ATG7/PINK1/RWDD3/EP300/CREBBP/PLOD2/SLC9A1/TERT/RYR1/HIF3A/SLC1A1/MGARP/NKX3-1",52
"GO:0050878","BP","GO:0050878","regulation of body fluid levels","58/1639","390/18903",3.43697081872845e-05,0.00357733644986382,0.00302261406915021,"FGG/SCNN1B/FGB/AKR1B1/SFN/SCNN1G/CLDN1/FA2H/TXK/COMP/P2RY2/XDH/AVPR2/TACR1/VEGFA/ABAT/PLAUR/IL6ST/ERBB4/CORO2B/PLAT/ITPK1/VAV3/CLIC1/F11R/F3/STMN1/PDPN/ANXA5/CD9/HPS5/PLA2G4A/LMAN1/ELOVL1/PROS1/SLC29A1/NFE2L2/SRC/UMPS/UGCG/GNA12/ADCY6/FOXA2/DGKA/VAV2/TRAF3IP2/DGKE/DGKZ/PRKG1/STK39/NCOR2/WNK1/PRKCA/UBASH3B/SERPINA1/HPSE/DGKG/CTSG",58
"GO:0086091","BP","GO:0086091","regulation of heart rate by cardiac conduction","13/1639","42/18903",3.46841601704776e-05,0.00357733644986382,0.00302261406915021,"KCNQ1/DSP/CAMK2D/CACNB2/DSG2/CACNA1C/KCND3/SCN5A/CACNA1D/CACNA1G/DSC2/KCNE4/HCN4",13
"GO:0071456","BP","GO:0071456","cellular response to hypoxia","29/1639","151/18903",3.64878609999062e-05,0.0036984850830767,0.00312497669797744,"PTGS2/E2F1/STC2/VEGFA/CCNA2/EPAS1/BAD/BRIP1/RGCC/PTGIS/PPARG/MYC/TIGAR/HMOX1/NDRG1/CITED2/SLC29A1/AJUBA/NFE2L2/ERO1A/SRC/PHB2/LMNA/PINK1/RWDD3/SLC9A1/TERT/MGARP/NKX3-1",29
"GO:0030003","BP","GO:0030003","cellular cation homeostasis","70/1639","499/18903",3.9640043923228e-05,0.00390316635639665,0.00329791891493108,"ATP12A/ATP13A5/CAPN3/SCNN1B/CP/SLC31A1/CA2/SCNN1G/ATP6V0D2/SLC4A11/SLC9A2/ATP6V1A/SLC4A8/STC2/XK/BDKRB1/ATP13A4/TFRC/SLC30A4/MCU/SLC39A6/MICU1/BOK/MYC/NCOA4/SLC31A2/CLCN3/ITPR3/HVCN1/PDPK1/PRNP/SLC40A1/ATP6V1H/MAIP1/ATP6V1F/HMOX1/ATP1B1/P2RX7/BMP6/CDH5/PKHD1/ATP6AP2/CHP1/SLC39A14/TMEM106B/ERO1A/CAMK2D/CLN6/ATP2B4/SLC25A23/HRC/CACNA1C/TRPM2/SLC39A8/SLC9A1/HFE/RYR1/UBASH3B/MICU3/ADCY8/ATP2A3/CDH23/ATP4A/SV2A/SLC24A5/SLC1A1/ATP1A2/JPH4/ATP2C2/SLC39A4",70
"GO:0051259","BP","GO:0051259","protein complex oligomerization","41/1639","247/18903",3.99958782566455e-05,0.00390316635639665,0.00329791891493108,"MAT1A/TRPM6/CTH/CLDN1/VSTM5/RRM2/COMP/PKD2L1/ECT2/ALDH1A3/ABCA3/POLQ/MCU/MICU1/SHMT2/KCTD12/BOK/UGDH/PRNP/TNFAIP1/RRM1/OPA1/MAT2A/ELAVL1/LRRC8A/KCTD15/APPL2/TRPM2/KCNG1/CRTC2/KCND3/EVL/PEG10/SLC9A1/RYR1/ADCY8/ACACB/TRPM3/BEND3/IKZF4/KCNC2",41
"GO:0010639","BP","GO:0010639","negative regulation of organelle organization","55/1639","366/18903",4.05993460664601e-05,0.00390316635639665,0.00329791891493108,"VIL1/TUBB4A/CCNF/BUB1/TOP2A/FHOD3/TTK/NDC80/TPX2/MCM2/AURKB/BIRC5/CENPF/CDC20/TACSTD2/CORO2B/ESPL1/BRCA1/TMSB10/SWAP70/DUSP1/PPIF/SPTBN2/PIF1/TFRC/CDCA8/SPTBN5/PPARG/BOK/F11R/GCLC/STMN1/CKAP2/RDX/SPC24/FBXO5/TIGAR/LIMK2/ANKRD27/VAT1/CDH5/BMP4/GEN1/SRC/CARMIL1/CHMP4B/OPA1/LMNA/TINF2/FKBP4/PINK1/TOM1L2/NUPR1/CRACD/CAMSAP3",55
"GO:0034110","BP","GO:0034110","regulation of homotypic cell-cell adhesion","12/1639","37/18903",4.11769695074916e-05,0.00390316635639665,0.00329791891493108,"FGG/ABAT/PLAUR/IL6ST/F11R/PDPN/RDX/CD9/PRKG1/PRKCA/UBASH3B/CTSG",12
"GO:0006637","BP","GO:0006637","acyl-CoA metabolic process","21/1639","94/18903",4.34294086048253e-05,0.00390316635639665,0.00329791891493108,"ACSM4/NUDT19/ELOVL6/THEM5/ACOT7/ELOVL5/HSD17B4/ACSS2/PMVK/PDK4/ELOVL1/HACD2/ACLY/SUCLA2/SUCLG2/ACOT9/ACOT8/AADAT/ACSBG1/AASS/ACACB",21
"GO:0035383","BP","GO:0035383","thioester metabolic process","21/1639","94/18903",4.34294086048253e-05,0.00390316635639665,0.00329791891493108,"ACSM4/NUDT19/ELOVL6/THEM5/ACOT7/ELOVL5/HSD17B4/ACSS2/PMVK/PDK4/ELOVL1/HACD2/ACLY/SUCLA2/SUCLG2/ACOT9/ACOT8/AADAT/ACSBG1/AASS/ACACB",21
"GO:0061337","BP","GO:0061337","cardiac conduction","22/1639","101/18903",4.35532244986688e-05,0.00390316635639665,0.00329791891493108,"ACE2/KCNQ1/MEF2A/ATP1B1/DSP/CAMK2D/NUP155/ATP2B4/CACNB2/DSG2/HRC/CACNA1C/KCND3/SLC9A1/SCN5A/CACNA1D/CACNA1G/DSC2/ATP2A3/ATP1A2/KCNE4/HCN4",22
"GO:0006066","BP","GO:0006066","alcohol metabolic process","55/1639","367/18903",4.38185030655178e-05,0.00390316635639665,0.00329791891493108,"SCNN1B/CYP1A1/AKR1B1/ANGPTL3/TKTL1/MOGAT1/RDH10/PLPP1/SRD5A3/GPD2/GDPD1/ALDH1A3/ITPK1/ACER2/ACER3/IDH2/CLCN2/PCBD2/ACO2/LPCAT3/BPNT1/GK5/POR/ACSS2/INPP5B/GOT1/HMGCR/PMVK/PPIP5K2/PLA2G4A/ACADVL/BMP6/ADH4/CYP51A1/IPMK/DHDDS/MSMO1/ACLY/NPC2/ALDH3A2/AKR1A1/CLN6/DHCR24/PCK2/OSBPL1A/ACP3/SYNJ2/CUBN/ITPKB/SREBF1/SGPP1/GPD1/SGPP2/DISP3/LRP2",55
"GO:0001503","BP","GO:0001503","ossification","62/1639","429/18903",4.47995185651655e-05,0.00393099059171057,0.00332142856416364,"CYP24A1/DKK1/RANBP3L/PTGS2/WNT11/FFAR4/MMP13/COMP/KAZALD1/BMPR1B/TACR1/PENK/IL6ST/PKDCC/CHRD/ROR2/WWTR1/FZD1/ID4/CCN4/CLIC1/NELL1/BCAP29/PPARG/GPLD1/HSD17B4/SEMA7A/FBXO5/JUNB/GREM1/CRIM1/P2RX7/BMP6/ITGA11/TUFT1/TGFB3/BMP4/MMP2/GTPBP4/MRC2/FAM20C/DCHS1/NPR2/SMO/PBX1/ADAMTS7/EGFR/IHH/PLXNB1/TNFRSF11A/SMOC1/FASN/RYR1/SORT1/SUFU/PHEX/PHOSPHO1/ENPP1/GLI2/KREMEN1/GLI1/GDPD2",62
"GO:1901606","BP","GO:1901606","alpha-amino acid catabolic process","21/1639","95/18903",5.12589703756134e-05,0.00443163951232693,0.00374444398146315,"MAT1A/GLDC/OAT/HPD/DAO/SCLY/GCAT/FAH/SHMT2/GOT1/KYAT3/HMGCL/GLUL/HMGCLL1/ATP2B4/BCAT2/AADAT/ALDH4A1/THNSL2/AASS/SARDH",21
"GO:0060562","BP","GO:0060562","epithelial tube morphogenesis","51/1639","335/18903",5.41577971324984e-05,0.00461440129481099,0.00389886566999634,"EGF/WNT11/KLHL3/LAMA1/RDH10/VEGFA/TACSTD2/NDRG4/STIL/KIF20B/CXCR4/FZD1/KDR/SDC4/TIMELESS/MYC/COL4A1/NOTCH4/GREM1/PLXND1/CITED2/PKHD1/BMP4/SPINT2/SRC/NR3C1/MKS1/PHB2/CEP290/OPA1/NFATC4/GZF1/PTK7/DCHS1/SMO/PBX1/SEMA4C/NTN1/IHH/NOTCH2/FMN1/ESR1/SUFU/SALL1/PGR/GLI2/GREB1L/WNT6/NKX3-1/VANGL2/LRP2",51
"GO:0060048","BP","GO:0060048","cardiac muscle contraction","27/1639","140/18903",6.19085498040101e-05,0.00519943377568251,0.00439317964699434,"ACE2/MYL4/MYL3/KCNQ1/CXCR4/RGS2/PDE4B/ATP1B1/DSP/CAMK2D/NUP155/P2RX4/CACNB2/DSG2/HRC/CACNA1C/KCND3/SLC9A1/SCN5A/CACNA1D/CACNA1G/DSC2/PPP1R13L/ATP1A2/KCNE4/GPD1L/HCN4",27
"GO:0001763","BP","GO:0001763","morphogenesis of a branching structure","35/1639","203/18903",6.4980871757783e-05,0.00530898831278285,0.00448574602698674,"EGF/LAMA1/RDH10/VEGFA/TACSTD2/KDR/RTN4/TIMELESS/MYC/COL4A1/NOTCH4/GREM1/PLXND1/PKHD1/BMP4/SPINT2/SRC/MKS1/PHB2/NFATC4/RERE/GZF1/DCHS1/SMO/PBX1/PLXNA1/IHH/ESR1/NTN4/SALL1/PGR/GLI2/GREB1L/WNT6/NKX3-1",35
"GO:0086003","BP","GO:0086003","cardiac muscle cell contraction","18/1639","76/18903",6.67475472318427e-05,0.00530898831278285,0.00448574602698674,"KCNQ1/PDE4B/DSP/CAMK2D/NUP155/CACNB2/DSG2/CACNA1C/KCND3/SLC9A1/SCN5A/CACNA1D/CACNA1G/DSC2/ATP1A2/KCNE4/GPD1L/HCN4",18
"GO:0007411","BP","GO:0007411","axon guidance","39/1639","236/18903",6.73806920513737e-05,0.00530898831278285,0.00448574602698674,"FLRT3/NRCAM/LAMA1/CDH4/BMPR1B/VEGFA/ETV1/SEMA4B/PTPRM/L1CAM/ALCAM/NECTIN1/EMB/LAMC2/SEMA5A/SEMA7A/PLXND1/RELN/LAMA2/SMO/CRPPA/NEO1/KALRN/SEMA4C/PLXNA1/NCAM1/NTN1/CNTN5/PLXNB1/SEMA4A/CYFIP1/NOTCH2/CHL1/EFNA4/PLXNB3/KIF5C/SEMA5B/GLI2/DCC",39
"GO:1901987","BP","GO:1901987","regulation of cell cycle phase transition","64/1639","453/18903",6.7688772484567e-05,0.00530898831278285,0.00448574602698674,"CYP1A1/ANLN/DLGAP5/PBK/BUB1/RRM2/FAM83D/KIF14/E2F1/ORC1/CENPE/CDC45/DTL/TTK/NDC80/GTSE1/AURKB/BIRC5/CENPF/CDC25B/CDC20/ESPL1/BRCA1/STIL/DNA2/DUSP1/BRIP1/FANCD2/RGCC/AURKA/CLSPN/CDCA8/TIMELESS/BARD1/RDX/SPC24/FBXO5/CDKN2D/NABP1/RAB11A/ATAD5/RRM1/GEN1/ANAPC5/CCNQ/TOPBP1/PHB2/CDC16/STXBP4/ATP2B4/RAD9B/PBX1/EGFR/CDC14A/APPL2/ARID1B/SMARCD1/ARID1A/NEK10/TERT/DACT1/AMBRA1/GLI1/NKX3-1",64
"GO:1903825","BP","GO:1903825","organic acid transmembrane transport","29/1639","156/18903",6.77282060654387e-05,0.00530898831278285,0.00448574602698674,"SLC38A11/SLC22A4/ACE2/MPC1/SLC16A10/SLC5A8/SLC38A9/SLC6A14/SLC7A14/EMB/SLC7A8/RGS2/SLC3A2/SLC25A30/SFXN1/SLC25A13/SLC25A38/LRRC8A/LRRC8E/SLC7A6/SLC5A6/SLC7A9/SLC6A9/SLC7A4/SLC1A1/SLC29A4/ATP1A2/SLC16A3/LRP2",29
"GO:0000041","BP","GO:0000041","transition metal ion transport","22/1639","104/18903",6.95698754940173e-05,0.00532489919654275,0.00449918967752934,"CP/SLC31A1/NECTIN1/TCN2/TFRC/SLC30A4/SLC39A6/SLC31A2/SLC25A37/SLC40A1/SLC39A14/SFXN1/STEAP3/FKBP4/RAB11B/TRPM2/SLC39A8/HFE/ARHGAP1/SLC1A1/ATP2C2/SLC39A4",22
"GO:0051383","BP","GO:0051383","kinetochore organization","9/1639","23/18903",7.20158880392952e-05,0.00532489919654275,0.00449918967752934,"CENPT/DLGAP5/CENPE/NDC80/CENPF/CENPK/CENPH/SMC4/POGZ",9
"GO:0006575","BP","GO:0006575","cellular modified amino acid metabolic process","32/1639","180/18903",7.20467915467702e-05,0.00532489919654275,0.00449918967752934,"GATM/GSTA5/SLC22A4/MFSD2A/ASS1/PCYOX1L/SLC16A10/MBOAT1/MBOAT2/SERINC2/GSTT4/DPEP1/PLA2G3/CTSB/SHMT2/GCLC/ETHE1/LPCAT3/GSTK1/CTNS/POR/GGT5/NFE2L2/PCYOX1/ABHD12/SERINC3/ALDH4A1/CROT/PLOD2/PTDSS1/SARDH/SLC1A1",32
"GO:0051231","BP","GO:0051231","spindle elongation","7/1639","14/18903",7.22543825154782e-05,0.00532489919654275,0.00449918967752934,"KIF11/PRC1/AURKB/BIRC5/KIF4A/CDCA8/MAP10",7
"GO:0061138","BP","GO:0061138","morphogenesis of a branching epithelium","33/1639","188/18903",7.24599312337846e-05,0.00532489919654275,0.00449918967752934,"EGF/LAMA1/RDH10/VEGFA/TACSTD2/KDR/TIMELESS/MYC/COL4A1/NOTCH4/GREM1/PLXND1/PKHD1/BMP4/SPINT2/SRC/MKS1/PHB2/NFATC4/GZF1/DCHS1/SMO/PBX1/PLXNA1/IHH/ESR1/NTN4/SALL1/PGR/GLI2/GREB1L/WNT6/NKX3-1",33
"GO:0097485","BP","GO:0097485","neuron projection guidance","39/1639","237/18903",7.40413238084217e-05,0.00537393756382359,0.00454062387331958,"FLRT3/NRCAM/LAMA1/CDH4/BMPR1B/VEGFA/ETV1/SEMA4B/PTPRM/L1CAM/ALCAM/NECTIN1/EMB/LAMC2/SEMA5A/SEMA7A/PLXND1/RELN/LAMA2/SMO/CRPPA/NEO1/KALRN/SEMA4C/PLXNA1/NCAM1/NTN1/CNTN5/PLXNB1/SEMA4A/CYFIP1/NOTCH2/CHL1/EFNA4/PLXNB3/KIF5C/SEMA5B/GLI2/DCC",39
"GO:0044772","BP","GO:0044772","mitotic cell cycle phase transition","66/1639","473/18903",7.66393599533044e-05,0.00547500116323871,0.00462601596929723,"CYP1A1/ANLN/DLGAP5/CCNF/BUB1/RRM2/MASTL/KIF14/E2F1/ORC1/MELK/CENPE/DTL/TTK/NDC80/CCNB2/GTSE1/AURKB/BIRC5/CENPF/IQGAP3/CDC25B/CCNA2/CDC20/POLE/ESPL1/BRCA1/STIL/DUSP1/RGCC/AURKA/ACVR1B/CLSPN/ID4/CDCA8/BARD1/MYC/RDX/SPC24/FBXO5/CDKN2D/NABP1/RAB11A/ATAD5/RRM1/GEN1/CKS1B/ANAPC5/TOPBP1/PHB2/CHMP4B/FBXL3/CDC16/KDM8/PBX1/EGFR/CDC14A/APPL2/ARID1B/SMARCD1/ARID1A/TERT/CCNJL/DACT1/AMBRA1/TPD52L1",66
"GO:0010975","BP","GO:0010975","regulation of neuron projection development","63/1639","446/18903",7.72963253187299e-05,0.00547500116323871,0.00462601596929723,"DKK1/MFSD2A/NRCAM/FSTL4/CDH4/XK/VEGFA/MBOAT1/EFHC2/SEMA4B/PAK3/ID1/CDC20/NDRG4/PLA2G3/RAPGEF1/L1CAM/ITM2C/RAB29/ROR2/FZD1/P3H1/ARHGAP4/RTN4RL1/RTN4/RGS2/MAP2K1/SEMA5A/CDH1/ITGA3/SEMA7A/STK24/ANKRD27/PLXND1/RELN/TMEM106B/NFE2L2/HSPA5/NFATC4/ADCY6/PTK7/FKBP4/EP300/PTPRF/SEMA4C/PLXNA1/NTN1/PLXNB1/SEMA4A/CYFIP1/MAP6/PTPRS/PLXNB3/GRID2/TOX/SEMA5B/HECW1/KREMEN1/MGARP/CHRNA3/TIAM1/DCC/DGKG",63
"GO:0010821","BP","GO:0010821","regulation of mitochondrion organization","28/1639","150/18903",8.3222971857322e-05,0.00580193943881673,0.00490225731403947,"PLAUR/BAD/MYO19/PPIF/AURKA/TFRC/KDR/MCU/RHOT1/PDCD5/PPARG/BOK/GCLC/MTCH2/PID1/TIGAR/VAT1/SQSTM1/OPA1/LMNA/PISD/PINK1/EP300/PRMT6/SREBF1/AMBRA1/VPS13C/MGARP",28
"GO:0032535","BP","GO:0032535","regulation of cellular component size","54/1639","367/18903",8.41882067520847e-05,0.00580193943881673,0.00490225731403947,"SLC12A3/VIL1/NRCAM/FHOD3/FSTL4/CDH4/XK/VEGFA/IQGAP3/SEMA4B/PAK3/ELN/L1CAM/TMSB10/SWAP70/NEB/SPTBN2/BLOC1S2/VAV3/EZR/ARHGAP4/RTN4/SEMA5A/SPTBN5/ARHGAP18/CDH1/CLCN3/ARPC1B/SEMA7A/RDX/RAB11A/P2RX7/ESAM/CARMIL1/ARPC3/LRRC8A/VAV2/SLC9A3R1/LRRC8E/FER/SEMA4C/NTN1/CRACD/SEMA4A/EVL/CYFIP1/FMN1/PLS1/RAP1GAP2/PTPRS/CYFIP2/SEMA5B/DCC/CCL24",54
