gene_id,transcript_id(s),length,effective_length,expected_count,TPM,FPKM
ENSNVIG00000007788,"ENSNVIT00000011545,ENSNVIT00000011560",886.93,724.99,386,6.17,25.3
ENSNVIG00000007789,ENSNVIT00000011524,1824,1662.05,106,0.74,3.03
ENSNVIG00000007790,"ENSNVIT00000011546,ENSNVIT00000011555",1096.5,934.55,0,0,0
ENSNVIG00000007791,"ENSNVIT00000011567,ENSNVIT00000011603",2267.96,2106.02,444,2.44,10.02
ENSNVIG00000007792,ENSNVIT00000011547,1749,1587.05,1327,9.69,39.73
ENSNVIG00000007793,ENSNVIT00000011511,99,2.24,0,0,0
ENSNVIG00000007794,ENSNVIT00000011625,2784,2622.05,973,4.3,17.63
ENSNVIG00000007795,"ENSNVIT00000011838,ENSNVIT00000011862,ENSNVIT00000011879",2736.77,2574.82,102,0.46,1.88
ENSNVIG00000007796,"ENSNVIT00000011602,ENSNVIT00000011614,ENSNVIT00000011638,ENSNVIT00000011677",2232.78,2070.83,299,1.67,6.86
ENSNVIG00000007797,"ENSNVIT00000011645,ENSNVIT00000011714",3423,3261.05,34,0.12,0.5
ENSNVIG00000007798,ENSNVIT00000011520,1613,1451.05,29,0.23,0.95
ENSNVIG00000007799,ENSNVIT00000011535,1146,984.05,619,7.29,29.89
ENSNVIG00000007800,ENSNVIT00000011522,1725,1563.05,269,1.99,8.18
ENSNVIG00000007801,ENSNVIT00000011528,591,429.06,0,0,0
ENSNVIG00000007802,ENSNVIT00000011536,3012,2850.05,598,2.43,9.97
ENSNVIG00000007803,ENSNVIT00000011529,144,15.17,0,0,0
ENSNVIG00000007804,"ENSNVIT00000011656,ENSNVIT00000011682",1776,1614.05,18,0.13,0.53
ENSNVIG00000007805,"ENSNVIT00000011662,ENSNVIT00000011724",2716.43,2554.48,799,3.63,14.86
ENSNVIG00000007806,ENSNVIT00000011538,2627,2465.05,1737,8.17,33.48
ENSNVIG00000007807,ENSNVIT00000011540,1809,1647.05,1136,7.99,32.77
ENSNVIG00000007808,ENSNVIT00000011537,345,183.98,1.05,0.07,0.27
ENSNVIG00000007809,"ENSNVIT00000011620,ENSNVIT00000011632",1216.5,1054.55,0,0,0
ENSNVIG00000007810,ENSNVIT00000011544,137,12.18,72,68.51,280.84
ENSNVIG00000007811,ENSNVIT00000011604,3288,3126.05,375,1.39,5.7
ENSNVIG00000007812,"ENSNVIT00000011679,ENSNVIT00000011691",1209,1047.05,7,0.08,0.32
ENSNVIG00000007813,ENSNVIT00000011550,2934,2772.05,48,0.2,0.82
ENSNVIG00000007814,ENSNVIT00000011548,1533,1371.05,0,0,0
ENSNVIG00000007815,"ENSNVIT00000011577,ENSNVIT00000011587",2005.05,1843.11,1783,11.21,45.96
ENSNVIG00000007816,ENSNVIT00000011552,86,0,0,0,0
ENSNVIG00000007817,"ENSNVIT00000011571,ENSNVIT00000011580",332.52,171.91,211,14.23,58.31
ENSNVIG00000007818,ENSNVIT00000011553,183,38.21,0,0,0
ENSNVIG00000007819,ENSNVIT00000011554,133,10.63,0,0,0
ENSNVIG00000007820,ENSNVIT00000011582,600,438.06,0,0,0
ENSNVIG00000007821,ENSNVIT00000011559,136,11.78,147,144.62,592.79
ENSNVIG00000007822,"ENSNVIT00000011564,ENSNVIT00000011619",2348.13,2186.18,1736,9.2,37.73
ENSNVIG00000007823,"ENSNVIT00000011660,ENSNVIT00000011702",5112,4950.05,221,0.52,2.12
ENSNVIG00000007824,ENSNVIT00000011655,5289,5127.05,0,0,0
ENSNVIG00000007825,"ENSNVIT00000011854,ENSNVIT00000011876,ENSNVIT00000011883,ENSNVIT00000011921",2373,2211.05,5,0.03,0.11
ENSNVIG00000007826,"ENSNVIT00000011597,ENSNVIT00000011624,ENSNVIT00000011634",1405.43,1243.48,53,0.49,2.02
ENSNVIG00000007827,ENSNVIT00000011583,447,285.18,0,0,0
ENSNVIG00000007828,ENSNVIT00000011578,568,406.07,274,7.82,32.06
ENSNVIG00000007829,ENSNVIT00000011586,1335,1173.05,0,0,0
ENSNVIG00000007830,ENSNVIT00000011566,191,43.98,3.01,0.79,3.26
ENSNVIG00000007831,ENSNVIT00000011569,115,5.15,0,0,0
ENSNVIG00000007832,"ENSNVIT00000011573,ENSNVIT00000011596,ENSNVIT00000011601,ENSNVIT00000011623",2417.76,2255.81,936,4.81,19.71
ENSNVIG00000007833,ENSNVIT00000011606,1530,1368.05,37,0.31,1.28
ENSNVIG00000007834,"ENSNVIT00000011581,ENSNVIT00000011600,ENSNVIT00000011617",1549.68,1387.73,808,6.75,27.66
ENSNVIG00000007835,"ENSNVIT00000011610,ENSNVIT00000011615",3102,2940.05,320,1.26,5.17
ENSNVIG00000007836,ENSNVIT00000011579,2832,2670.05,1065,4.62,18.95
ENSNVIG00000007837,"ENSNVIT00000011594,ENSNVIT00000011599",231,76.43,2,0.3,1.24
ENSNVIG00000007838,ENSNVIT00000011584,542,380.07,42,1.28,5.25
ENSNVIG00000007839,ENSNVIT00000011589,162,24.58,1,0.47,1.93
ENSNVIG00000007840,ENSNVIT00000011609,1842,1680.05,11,0.08,0.31
ENSNVIG00000007841,"ENSNVIT00000011622,ENSNVIT00000011639",1738.22,1576.27,3497,25.71,105.4
ENSNVIG00000007842,"ENSNVIT00000011593,ENSNVIT00000011605",1837.5,1675.55,316,2.19,8.96
ENSNVIG00000007843,ENSNVIT00000011598,429,267.23,0,0,0
ENSNVIG00000007844,ENSNVIT00000011591,97,1.99,0,0,0
ENSNVIG00000007845,ENSNVIT00000011635,1145,983.05,546,6.44,26.39
ENSNVIG00000007846,ENSNVIT00000011611,1074,912.05,0,0,0
ENSNVIG00000007847,ENSNVIT00000011650,1497,1335.05,250,2.17,8.9
ENSNVIG00000007848,ENSNVIT00000011607,348,186.93,330,20.46,83.87
ENSNVIG00000007849,ENSNVIT00000011608,936,774.05,0,0,0
ENSNVIG00000007850,"ENSNVIT00000011790,ENSNVIT00000011802,ENSNVIT00000011824",2028,1866.05,162,1.01,4.12
ENSNVIG00000007851,"ENSNVIT00000011626,ENSNVIT00000011637",1803,1641.05,389,2.75,11.26
ENSNVIG00000007852,ENSNVIT00000011643,423,261.26,0,0,0
ENSNVIG00000007853,ENSNVIT00000011613,139,13,0,0,0
ENSNVIG00000007854,"ENSNVIT00000011647,ENSNVIT00000011670",1666.86,1505.62,927,7.14,29.25
ENSNVIG00000007855,ENSNVIT00000011653,2877,2715.05,35,0.15,0.61
ENSNVIG00000007856,ENSNVIT00000011658,2664,2502.05,348,1.61,6.61
ENSNVIG00000007857,ENSNVIT00000011618,1425,1263.05,0,0,0
ENSNVIG00000007858,ENSNVIT00000011616,936,774.05,0,0,0
ENSNVIG00000007859,ENSNVIT00000011648,1932,1770.05,253,1.66,6.79
ENSNVIG00000007860,ENSNVIT00000011649,2064,1902.05,1569,9.56,39.19
ENSNVIG00000007861,ENSNVIT00000011633,768,606.05,0,0,0
ENSNVIG00000007862,"ENSNVIT00000011651,ENSNVIT00000011671",680.27,518.32,36,0.81,3.3
ENSNVIG00000007863,"ENSNVIT00000011833,ENSNVIT00000011861",2301,2139.05,64,0.35,1.42
ENSNVIG00000007864,ENSNVIT00000011628,924,762.05,0,0,0
ENSNVIG00000007865,ENSNVIT00000011642,1851,1689.05,0,0,0
ENSNVIG00000007866,ENSNVIT00000011644,666,504.06,527,12.12,49.67
ENSNVIG00000007867,"ENSNVIT00000011659,ENSNVIT00000011720",606,444.06,92,2.4,9.84
ENSNVIG00000007868,"ENSNVIT00000011652,ENSNVIT00000011667",860.85,698.99,1261,20.91,85.71
ENSNVIG00000007869,ENSNVIT00000011640,945,783.05,0,0,0
ENSNVIG00000007870,ENSNVIT00000011661,936,774.05,0,0,0
ENSNVIG00000007871,ENSNVIT00000011665,782,620.05,3022,56.49,231.55
ENSNVIG00000007872,ENSNVIT00000011663,216,63.69,4,0.73,2.98
ENSNVIG00000007873,"ENSNVIT00000011711,ENSNVIT00000011731,ENSNVIT00000011747",1240.61,1078.67,2100,22.57,92.49
ENSNVIG00000007874,ENSNVIT00000011664,107,3.49,0,0,0
ENSNVIG00000007875,"ENSNVIT00000011675,ENSNVIT00000011708",711,549.06,259,5.47,22.41
ENSNVIG00000007876,ENSNVIT00000011792,2575,2413.05,133,0.64,2.62
ENSNVIG00000007877,ENSNVIT00000011666,939,777.05,0,0,0
ENSNVIG00000007878,ENSNVIT00000011668,5617,5455.05,62,0.13,0.54
ENSNVIG00000007879,ENSNVIT00000011673,107,3.49,0,0,0
ENSNVIG00000007880,ENSNVIT00000011674,103,2.81,0,0,0
ENSNVIG00000007881,ENSNVIT00000011676,933,771.05,0,0,0
ENSNVIG00000007882,ENSNVIT00000011685,2577,2415.05,58,0.28,1.14
ENSNVIG00000007883,ENSNVIT00000011678,300,140.19,6,0.5,2.03
ENSNVIG00000007884,ENSNVIT00000011712,3579,3417.05,13,0.04,0.18
ENSNVIG00000007885,"ENSNVIT00000011789,ENSNVIT00000011807",1611,1449.05,21,0.17,0.69
ENSNVIG00000007886,ENSNVIT00000011683,107,3.49,0,0,0
ENSNVIG00000007887,ENSNVIT00000011716,1531,1369.05,586,4.96,20.34
ENSNVIG00000007888,ENSNVIT00000011687,119,6.15,0,0,0
ENSNVIG00000007890,ENSNVIT00000011689,4047,3885.05,19,0.06,0.23
ENSNVIG00000007891,ENSNVIT00000011690,103,2.81,0,0,0
ENSNVIG00000007892,"ENSNVIT00000011727,ENSNVIT00000011753,ENSNVIT00000011759",2257.59,2095.67,1892,10.46,42.89
ENSNVIG00000007893,ENSNVIT00000011705,1288,1126.05,826,8.5,34.85
ENSNVIG00000007894,ENSNVIT00000011694,107,3.49,0,0,0
ENSNVIG00000007895,"ENSNVIT00000011700,ENSNVIT00000011706",3276,3114.05,430,1.6,6.56
ENSNVIG00000007896,ENSNVIT00000011695,321,160.5,0,0,0
ENSNVIG00000007897,ENSNVIT00000011693,1085,923.05,107,1.34,5.51
ENSNVIG00000007898,ENSNVIT00000011692,271,112.65,5,0.51,2.11
ENSNVIG00000007899,ENSNVIT00000011729,1428,1266.05,66,0.6,2.48
ENSNVIG00000007900,ENSNVIT00000011722,1026,864.05,331,4.44,18.2
ENSNVIG00000007901,"ENSNVIT00000011769,ENSNVIT00000011800,ENSNVIT00000011812",537,375.08,705,21.79,89.3
ENSNVIG00000007902,ENSNVIT00000011696,104,2.97,0,0,0
ENSNVIG00000007903,ENSNVIT00000011715,756,594.05,0,0,0
ENSNVIG00000007904,ENSNVIT00000011707,1947,1785.05,113,0.73,3.01
ENSNVIG00000007905,ENSNVIT00000011701,288,128.71,0,0,0
ENSNVIG00000007906,ENSNVIT00000011710,1898,1736.05,35,0.23,0.96
ENSNVIG00000007908,ENSNVIT00000011748,2656,2494.05,20,0.09,0.38
ENSNVIG00000007909,"ENSNVIT00000011750,ENSNVIT00000011768",1140,978.05,41,0.49,1.99
ENSNVIG00000007910,ENSNVIT00000011703,134,11.01,0,0,0
ENSNVIG00000007911,ENSNVIT00000011699,1416,1254.05,9,0.08,0.34
ENSNVIG00000007912,ENSNVIT00000011704,124,7.58,0,0,0
ENSNVIG00000007913,"ENSNVIT00000011719,ENSNVIT00000011732,ENSNVIT00000011774,ENSNVIT00000011799,ENSNVIT00000011816",5107.12,4945.17,1137,2.66,10.92
ENSNVIG00000007914,ENSNVIT00000011737,129,9.2,0,0,0
ENSNVIG00000007915,ENSNVIT00000011735,103,2.81,0,0,0
ENSNVIG00000007916,ENSNVIT00000011746,591,429.06,19,0.51,2.1
ENSNVIG00000007917,"ENSNVIT00000011723,ENSNVIT00000011743",3048,2886.05,3009,12.08,49.53
ENSNVIG00000007918,"ENSNVIT00000011843,ENSNVIT00000011875",1836,1674.05,2161,14.96,61.33
ENSNVIG00000007919,"ENSNVIT00000011791,ENSNVIT00000011801",1943.47,1781.52,1058,6.88,28.22
ENSNVIG00000007920,ENSNVIT00000011726,708,546.06,0,0,0
ENSNVIG00000007921,ENSNVIT00000011725,1401,1239.05,32,0.3,1.23
ENSNVIG00000007922,"ENSNVIT00000011912,ENSNVIT00000012122,ENSNVIT00000012175",3075.82,2913.87,10,0.04,0.16
ENSNVIG00000007923,ENSNVIT00000011779,1947,1785.05,308,2,8.2
ENSNVIG00000007924,ENSNVIT00000011721,2519,2357.05,214,1.05,4.31
ENSNVIG00000007925,"ENSNVIT00000011772,ENSNVIT00000011806",1021.5,859.56,0,0,0
ENSNVIG00000007926,ENSNVIT00000011736,151,18.55,0,0,0
ENSNVIG00000007927,ENSNVIT00000011728,2570,2408.05,16,0.08,0.32
ENSNVIG00000007928,"ENSNVIT00000011762,ENSNVIT00000011776",770.67,608.73,51,0.97,3.98
ENSNVIG00000007929,ENSNVIT00000011745,687,525.06,0,0,0
ENSNVIG00000007930,ENSNVIT00000011755,1299,1137.05,30,0.31,1.25
ENSNVIG00000007931,ENSNVIT00000011734,119,6.15,0,0,0
ENSNVIG00000007932,ENSNVIT00000011738,118,5.89,0,0,0
ENSNVIG00000007933,"ENSNVIT00000011763,ENSNVIT00000011784",2105.38,1943.43,139,0.83,3.4
ENSNVIG00000007934,ENSNVIT00000011839,3609,3447.05,2838,9.54,39.12
ENSNVIG00000007935,"ENSNVIT00000011788,ENSNVIT00000011818,ENSNVIT00000011845,ENSNVIT00000011865,ENSNVIT00000011904,ENSNVIT00000011974",4489.14,4327.2,772,2.07,8.48
ENSNVIG00000007936,ENSNVIT00000011793,1905,1743.05,98,0.65,2.67
ENSNVIG00000007937,ENSNVIT00000011757,2295,2133.05,123,0.67,2.74
ENSNVIG00000007938,"ENSNVIT00000011733,ENSNVIT00000011749,ENSNVIT00000011756",2382.27,2220.32,163,0.85,3.49
ENSNVIG00000007939,"ENSNVIT00000011941,ENSNVIT00000011957,ENSNVIT00000011960,ENSNVIT00000011971",1428,1266.05,372,3.41,13.96
ENSNVIG00000007940,ENSNVIT00000011848,7530,7368.05,1379,2.17,8.89
ENSNVIG00000007941,"ENSNVIT00000011906,ENSNVIT00000011918",2010,1848.05,607,3.81,15.6
ENSNVIG00000007942,ENSNVIT00000011742,104,2.97,0,0,0
ENSNVIG00000007943,ENSNVIT00000011739,316,155.65,0,0,0
ENSNVIG00000007944,ENSNVIT00000011740,786,624.05,446.33,8.29,33.98
ENSNVIG00000007945,ENSNVIT00000011741,119,6.15,0,0,0
ENSNVIG00000007946,ENSNVIT00000011744,94,1.65,38,266.68,1093.11
ENSNVIG00000007947,ENSNVIT00000011752,295,135.39,177.62,15.21,62.33
ENSNVIG00000007948,ENSNVIT00000011780,1785,1623.05,47,0.34,1.38
ENSNVIG00000007949,ENSNVIT00000011751,91,1.36,37.67,320.24,1312.66
ENSNVIG00000007950,"ENSNVIT00000011781,ENSNVIT00000011798,ENSNVIT00000011814,ENSNVIT00000011817",3757.57,3595.62,876,2.82,11.57
ENSNVIG00000007951,ENSNVIT00000011782,2307,2145.05,178,0.96,3.94
ENSNVIG00000007952,"ENSNVIT00000011767,ENSNVIT00000011811",2444,2282.05,1412,7.17,29.4
ENSNVIG00000007953,ENSNVIT00000011777,1874,1712.05,572,3.87,15.87
ENSNVIG00000007954,ENSNVIT00000011761,1014,852.05,0,0,0
ENSNVIG00000007955,"ENSNVIT00000011778,ENSNVIT00000011808,ENSNVIT00000011829",3411.15,3249.21,311,1.11,4.55
ENSNVIG00000007956,"ENSNVIT00000011760,ENSNVIT00000011785,ENSNVIT00000011803,ENSNVIT00000011815,ENSNVIT00000011819",3151.17,2989.22,227,0.88,3.61
ENSNVIG00000007957,"ENSNVIT00000011832,ENSNVIT00000011870",4093.01,3931.07,5887,17.36,71.15
ENSNVIG00000007958,ENSNVIT00000011758,93,1.55,0,0,0
ENSNVIG00000007959,ENSNVIT00000011766,1506,1344.05,1,0.01,0.04
ENSNVIG00000007960,ENSNVIT00000011765,177,34.07,0,0,0
ENSNVIG00000007961,ENSNVIT00000011771,669,507.06,0,0,0
ENSNVIG00000007962,"ENSNVIT00000011834,ENSNVIT00000011890,ENSNVIT00000011914,ENSNVIT00000011929",1393.74,1231.79,833,7.84,32.13
ENSNVIG00000007963,"ENSNVIT00000012558,ENSNVIT00000012593,ENSNVIT00000012733,ENSNVIT00000012756,ENSNVIT00000012888,ENSNVIT00000013007,ENSNVIT00000013073,ENSNVIT00000013123,ENSNVIT00000013254",1820.87,1658.93,918,6.41,26.29
ENSNVIG00000007964,ENSNVIT00000011764,92,1.45,0,0,0
ENSNVIG00000007965,ENSNVIT00000011775,1830,1668.05,318,2.21,9.06
ENSNVIG00000007966,ENSNVIT00000011857,2022,1860.05,865,5.39,22.09
ENSNVIG00000007967,ENSNVIT00000011770,109,3.86,0,0,0
ENSNVIG00000007968,ENSNVIT00000011773,1038,876.05,12,0.16,0.65
ENSNVIG00000007969,ENSNVIT00000011786,946,784.05,177,2.62,10.73
ENSNVIG00000007970,"ENSNVIT00000012526,ENSNVIT00000012551",2982,2820.05,49,0.2,0.83
ENSNVIG00000007971,"ENSNVIT00000011831,ENSNVIT00000011878",2190,2028.05,556,3.18,13.03
ENSNVIG00000007972,"ENSNVIT00000012881,ENSNVIT00000012916,ENSNVIT00000012924,ENSNVIT00000012935,ENSNVIT00000012951",2694.38,2532.44,1633,7.47,30.64
ENSNVIG00000007973,ENSNVIT00000011795,199,50.03,1,0.23,0.95
ENSNVIG00000007974,ENSNVIT00000011796,338,177.11,0,0,0
ENSNVIG00000007975,ENSNVIT00000011797,106,3.31,0,0,0
ENSNVIG00000007976,ENSNVIT00000011842,885,723.05,3179.91,50.97,208.94
ENSNVIG00000007977,ENSNVIT00000011853,5766,5604.05,3117,6.45,26.43
ENSNVIG00000007978,"ENSNVIT00000011836,ENSNVIT00000011880",2337.21,2175.27,344,1.83,7.51
ENSNVIG00000007979,ENSNVIT00000011813,3785,3623.05,611,1.95,8.01
ENSNVIG00000007980,"ENSNVIT00000011849,ENSNVIT00000011873,ENSNVIT00000011898",1362.1,1200.16,2686,25.94,106.33
ENSNVIG00000007981,"ENSNVIT00000011844,ENSNVIT00000011881",1633.65,1471.7,298,2.35,9.62
ENSNVIG00000007982,ENSNVIT00000011892,5820,5658.05,5,0.01,0.04
ENSNVIG00000007983,ENSNVIT00000011852,2370,2208.05,32,0.17,0.69
ENSNVIG00000007984,"ENSNVIT00000011856,ENSNVIT00000011877",3193.03,3031.08,2558,9.78,40.09
ENSNVIG00000007985,ENSNVIT00000011851,711,549.06,2,0.04,0.17
ENSNVIG00000007986,ENSNVIT00000011804,463,301.15,8,0.31,1.26
ENSNVIG00000007987,ENSNVIT00000011809,2367,2205.05,17,0.09,0.37
ENSNVIG00000007988,ENSNVIT00000011805,194,46.22,0,0,0
ENSNVIG00000007989,ENSNVIT00000011850,1329,1167.05,0,0,0
ENSNVIG00000007990,ENSNVIT00000011810,117,5.63,0,0,0
ENSNVIG00000007991,ENSNVIT00000011830,1677,1515.05,2,0.02,0.06
ENSNVIG00000007992,ENSNVIT00000011823,720,558.06,35,0.73,2.98
ENSNVIG00000007993,ENSNVIT00000011820,221,67.87,17,2.9,11.9
ENSNVIG00000007994,ENSNVIT00000011847,2532,2370.05,3983,19.48,79.84
ENSNVIG00000007995,ENSNVIT00000011835,726,564.05,118,2.42,9.94
ENSNVIG00000007996,ENSNVIT00000011901,3966,3804.05,7,0.02,0.09
ENSNVIG00000007997,"ENSNVIT00000011855,ENSNVIT00000011860,ENSNVIT00000011896",2530.9,2368.95,9,0.04,0.18
ENSNVIG00000007998,"ENSNVIT00000011828,ENSNVIT00000011864",3198,3036.05,1836,7.01,28.73
ENSNVIG00000007999,"ENSNVIT00000011859,ENSNVIT00000011863,ENSNVIT00000011867",2241.89,2079.94,732,4.08,16.72
ENSNVIG00000008000,ENSNVIT00000011822,1095,933.05,2,0.02,0.1
ENSNVIG00000008001,ENSNVIT00000011821,124,7.58,0,0,0
ENSNVIG00000008002,ENSNVIT00000011825,61,0,0,0,0
ENSNVIG00000008003,ENSNVIT00000011846,540,378.07,591.94,18.15,74.39
ENSNVIG00000008004,ENSNVIT00000011837,501,339.1,3,0.1,0.42
ENSNVIG00000008005,"ENSNVIT00000012065,ENSNVIT00000012100,ENSNVIT00000012119,ENSNVIT00000012130",2031.78,1869.84,399,2.47,10.14
ENSNVIG00000008006,"ENSNVIT00000011841,ENSNVIT00000011869",657,495.06,1933,45.26,185.51
ENSNVIG00000008007,ENSNVIT00000011840,1588,1426.05,1,0.01,0.03
ENSNVIG00000008008,ENSNVIT00000012051,2125,1963.05,79,0.47,1.91
ENSNVIG00000008009,"ENSNVIT00000012086,ENSNVIT00000012109",2019,1857.05,20,0.12,0.51
ENSNVIG00000008010,"ENSNVIT00000012005,ENSNVIT00000012016",3686.91,3524.96,34,0.11,0.46
ENSNVIG00000008011,ENSNVIT00000011889,396,234.4,19,0.94,3.85
ENSNVIG00000008012,ENSNVIT00000011887,1044,882.05,73,0.96,3.93
ENSNVIG00000008013,"ENSNVIT00000011895,ENSNVIT00000011930",2372,2210.05,419.91,2.2,9.03
ENSNVIG00000008014,ENSNVIT00000011927,2358,2196.05,765,4.04,16.55
ENSNVIG00000008015,ENSNVIT00000011910,6227,6065.05,1015,1.94,7.95
ENSNVIG00000008016,ENSNVIT00000011909,2631,2469.05,27,0.13,0.52
ENSNVIG00000008017,ENSNVIT00000011868,2767,2605.05,593,2.64,10.81
ENSNVIG00000008018,"ENSNVIT00000011911,ENSNVIT00000011952",1853.61,1691.66,661,4.53,18.56
ENSNVIG00000008019,ENSNVIT00000011982,1884,1722.05,306,2.06,8.44
ENSNVIG00000008020,ENSNVIT00000011872,119,6.15,0,0,0
ENSNVIG00000008021,ENSNVIT00000011866,113,4.69,0,0,0
ENSNVIG00000008022,"ENSNVIT00000011882,ENSNVIT00000011905",2649.76,2487.81,814,3.79,15.55
ENSNVIG00000008023,"ENSNVIT00000011923,ENSNVIT00000011969",669.48,507.53,63,1.44,5.9
ENSNVIG00000008024,"ENSNVIT00000012067,ENSNVIT00000012091",981,819.05,1,0.01,0.06
ENSNVIG00000008025,ENSNVIT00000011884,1035,873.05,31,0.41,1.69
ENSNVIG00000008026,ENSNVIT00000011874,939,777.05,0,0,0
ENSNVIG00000008027,ENSNVIT00000011871,1198,1036.05,182,2.04,8.35
ENSNVIG00000008028,"ENSNVIT00000012028,ENSNVIT00000012043",2711.55,2549.61,373,1.7,6.95
ENSNVIG00000008029,ENSNVIT00000011886,990,828.05,0,0,0
ENSNVIG00000008030,"ENSNVIT00000011962,ENSNVIT00000011984,ENSNVIT00000011987",340,179.38,0,0,0
ENSNVIG00000008031,ENSNVIT00000011885,2516,2354.05,227,1.12,4.58
ENSNVIG00000008032,ENSNVIT00000011899,666,504.06,143,3.29,13.48
ENSNVIG00000008033,ENSNVIT00000011935,2832,2670.05,114,0.49,2.03
ENSNVIG00000008034,ENSNVIT00000011900,1887,1725.05,212,1.42,5.84
ENSNVIG00000008035,ENSNVIT00000011888,125,7.89,0,0,0
ENSNVIG00000008036,ENSNVIT00000011894,234,79.05,0,0,0
ENSNVIG00000008037,ENSNVIT00000011968,1686,1524.05,215,1.64,6.7
ENSNVIG00000008038,"ENSNVIT00000011913,ENSNVIT00000011931",315,155.5,0,0,0
ENSNVIG00000008039,ENSNVIT00000011897,1290,1128.05,55,0.57,2.32
ENSNVIG00000008040,"ENSNVIT00000011915,ENSNVIT00000011928",245.02,94.85,420,51.33,210.39
ENSNVIG00000008041,ENSNVIT00000011976,1989,1827.05,0,0,0
ENSNVIG00000008042,ENSNVIT00000011903,3254,3092.05,190,0.71,2.92
ENSNVIG00000008043,ENSNVIT00000011936,597,435.06,5,0.13,0.55
ENSNVIG00000008044,ENSNVIT00000011950,2908,2746.05,747,3.15,12.92
ENSNVIG00000008045,ENSNVIT00000011902,205,54.75,0,0,0
ENSNVIG00000008046,ENSNVIT00000011934,1181,1019.05,228,2.59,10.63
ENSNVIG00000008047,ENSNVIT00000011908,942,780.05,0,0,0
ENSNVIG00000008048,"ENSNVIT00000012041,ENSNVIT00000012056",2028,1866.05,43,0.27,1.09
ENSNVIG00000008049,ENSNVIT00000011916,96,1.87,0,0,0
ENSNVIG00000008050,ENSNVIT00000011917,1782,1620.05,633,4.53,18.56
ENSNVIG00000008051,ENSNVIT00000011922,126,8.21,0,0,0
ENSNVIG00000008052,ENSNVIT00000011932,567,405.07,10.04,0.29,1.18
ENSNVIG00000008053,ENSNVIT00000011939,246,89.69,0,0,0
ENSNVIG00000008054,ENSNVIT00000011946,2336,2174.05,942,5.02,20.59
ENSNVIG00000008056,ENSNVIT00000011949,1958,1796.05,260,1.68,6.88
ENSNVIG00000008057,ENSNVIT00000011992,4089,3927.05,3,0.01,0.04
ENSNVIG00000008058,ENSNVIT00000011926,104,2.97,0,0,0
ENSNVIG00000008059,ENSNVIT00000012047,3180,3018.05,1782,6.84,28.05
ENSNVIG00000008060,ENSNVIT00000011924,95,1.76,0,0,0
ENSNVIG00000008061,ENSNVIT00000011920,1085,923.05,21,0.26,1.08
ENSNVIG00000008062,"ENSNVIT00000012017,ENSNVIT00000012035",1006.78,844.83,600,8.23,33.74
ENSNVIG00000008063,ENSNVIT00000011945,253,96.02,32.89,3.97,16.27
ENSNVIG00000008064,ENSNVIT00000011959,1506,1344.05,0,0,0
ENSNVIG00000008065,ENSNVIT00000011944,84,0,0,0,0
ENSNVIG00000008066,ENSNVIT00000011948,912,750.05,1238,19.13,78.42
ENSNVIG00000008067,ENSNVIT00000011943,329,168.3,537714.21,37031.08,151790.56
ENSNVIG00000008068,ENSNVIT00000011937,815,653.05,14,0.25,1.02
ENSNVIG00000008069,ENSNVIT00000011967,1108,946.05,456,5.59,22.9
ENSNVIG00000008070,ENSNVIT00000011972,1869,1707.05,483.09,3.28,13.45
ENSNVIG00000008071,"ENSNVIT00000012044,ENSNVIT00000012080,ENSNVIT00000012104",4006.14,3844.19,1015,3.06,12.54
ENSNVIG00000008072,"ENSNVIT00000012290,ENSNVIT00000012297",5820,5658.05,4,0.01,0.03
ENSNVIG00000008073,ENSNVIT00000011938,305,145,2,0.16,0.66
ENSNVIG00000008074,ENSNVIT00000011947,1152,990.05,8,0.09,0.38
ENSNVIG00000008075,ENSNVIT00000011953,708,546.06,32,0.68,2.78
ENSNVIG00000008076,"ENSNVIT00000011940,ENSNVIT00000011942",948.76,786.82,75,1.1,4.53
ENSNVIG00000008077,"ENSNVIT00000011977,ENSNVIT00000011983",579,417.06,243,6.75,27.68
ENSNVIG00000008078,ENSNVIT00000011988,3639,3477.05,465,1.55,6.35
ENSNVIG00000008079,ENSNVIT00000011951,2133,1971.05,3,0.02,0.07
ENSNVIG00000008080,ENSNVIT00000011954,1194,1032.05,0,0,0
ENSNVIG00000008081,"ENSNVIT00000011965,ENSNVIT00000011978",3395.63,3233.68,552,1.98,8.11
ENSNVIG00000008082,ENSNVIT00000011975,2265,2103.05,0,0,0
ENSNVIG00000008083,ENSNVIT00000011964,231,76.43,0,0,0
ENSNVIG00000008084,ENSNVIT00000011958,1254,1092.05,42,0.45,1.83
ENSNVIG00000008085,ENSNVIT00000011970,1935,1773.05,1494,9.77,40.03
ENSNVIG00000008086,ENSNVIT00000011973,408,246.33,0,0,0
ENSNVIG00000008087,ENSNVIT00000011966,3147,2985.05,10,0.04,0.16
ENSNVIG00000008088,ENSNVIT00000011986,513,351.09,0,0,0
ENSNVIG00000008089,"ENSNVIT00000012066,ENSNVIT00000012106,ENSNVIT00000012111",2049,1887.05,61,0.37,1.54
ENSNVIG00000008090,ENSNVIT00000011963,1839,1677.05,6,0.04,0.17
ENSNVIG00000008091,"ENSNVIT00000012184,ENSNVIT00000012263",1628.6,1466.65,980,7.74,31.75
ENSNVIG00000008092,ENSNVIT00000011961,1428,1266.05,77,0.7,2.89
