gene_id,transcript_id(s),length,effective_length,expected_count,TPM,FPKM
ENSNVIG00000002229,ENSNVIT00000003264,747,592.19,0,0,0
ENSNVIG00000002230,"ENSNVIT00000003269,ENSNVIT00000003289,ENSNVIT00000003300",959.8,805,145,2.55,9.2
ENSNVIG00000002231,"ENSNVIT00000003371,ENSNVIT00000003392,ENSNVIT00000003405",1495.56,1340.75,1269.93,13.42,48.36
ENSNVIG00000002232,"ENSNVIT00000003444,ENSNVIT00000003497,ENSNVIT00000003526",5664.61,5509.8,757,1.95,7.01
ENSNVIG00000002233,ENSNVIT00000003254,37,0,0,0,0
ENSNVIG00000002234,ENSNVIT00000003258,933,778.19,0,0,0
ENSNVIG00000002235,ENSNVIT00000003255,107,4.87,0,0,0
ENSNVIG00000002236,ENSNVIT00000003282,357,202.94,58,4.05,14.59
ENSNVIG00000002237,"ENSNVIT00000003316,ENSNVIT00000003334",999,844.19,23,0.39,1.39
ENSNVIG00000002238,ENSNVIT00000003263,774,619.19,16,0.37,1.32
ENSNVIG00000002239,ENSNVIT00000003265,69,0,0,0,0
ENSNVIG00000002240,ENSNVIT00000003308,9885,9730.19,606,0.88,3.18
ENSNVIG00000002241,ENSNVIT00000003262,1728,1573.19,16.35,0.15,0.53
ENSNVIG00000002242,ENSNVIT00000003270,1497,1342.19,2,0.02,0.08
ENSNVIG00000002243,ENSNVIT00000003268,972,817.19,0,0,0
ENSNVIG00000002244,ENSNVIT00000003272,155,25.35,0,0,0
ENSNVIG00000002245,ENSNVIT00000003279,717,562.19,0,0,0
ENSNVIG00000002246,ENSNVIT00000003285,276,124.37,0,0,0
ENSNVIG00000002247,ENSNVIT00000003273,82,0,0,0,0
ENSNVIG00000002248,ENSNVIT00000003274,2045,1890.19,0,0,0
ENSNVIG00000002249,"ENSNVIT00000003284,ENSNVIT00000003302",4375.27,4220.47,856,2.87,10.35
ENSNVIG00000002250,ENSNVIT00000003278,307,154.04,0,0,0
ENSNVIG00000002251,ENSNVIT00000003277,98,2.94,0,0,0
ENSNVIG00000002252,ENSNVIT00000003280,99,3.13,0,0,0
ENSNVIG00000002253,ENSNVIT00000003286,1140,985.19,0,0,0
ENSNVIG00000002254,ENSNVIT00000003291,1566,1411.19,6,0.06,0.22
ENSNVIG00000002255,"ENSNVIT00000003332,ENSNVIT00000003365",4108.96,3954.15,1080,3.87,13.94
ENSNVIG00000002256,"ENSNVIT00000003384,ENSNVIT00000003397",1446.74,1291.93,211,2.31,8.34
ENSNVIG00000002257,ENSNVIT00000003283,176,39.03,0,0,0
ENSNVIG00000002258,ENSNVIT00000003287,92,2,0,0,0
ENSNVIG00000002259,ENSNVIT00000003288,107,4.87,0,0,0
ENSNVIG00000002260,ENSNVIT00000003303,2130,1975.19,195,1.4,5.04
ENSNVIG00000002261,ENSNVIT00000003298,1779,1624.19,195,1.7,6.13
ENSNVIG00000002262,ENSNVIT00000003301,1902,1747.19,2291,18.57,66.94
ENSNVIG00000002263,"ENSNVIT00000003312,ENSNVIT00000003399,ENSNVIT00000003436,ENSNVIT00000003456,ENSNVIT00000003475,ENSNVIT00000003517,ENSNVIT00000003554",1923.58,1768.77,167,1.34,4.82
ENSNVIG00000002264,ENSNVIT00000003296,405,250.49,2,0.11,0.41
ENSNVIG00000002265,ENSNVIT00000003315,4430,4275.19,878.5,2.91,10.49
ENSNVIG00000002266,ENSNVIT00000003299,1422,1267.19,31,0.35,1.25
ENSNVIG00000002267,ENSNVIT00000003293,178,40.45,0,0,0
ENSNVIG00000002268,"ENSNVIT00000003508,ENSNVIT00000003510,ENSNVIT00000003514",1672.8,1518,646,6.03,21.73
ENSNVIG00000002269,ENSNVIT00000003295,151,23.03,0,0,0
ENSNVIG00000002270,ENSNVIT00000003306,1080,925.19,0,0,0
ENSNVIG00000002271,"ENSNVIT00000003338,ENSNVIT00000003351",2128.5,1973.69,0,0,0
ENSNVIG00000002272,ENSNVIT00000003305,189,48.56,2,0.58,2.1
ENSNVIG00000002273,ENSNVIT00000003393,2046,1891.19,5,0.04,0.13
ENSNVIG00000002274,"ENSNVIT00000003425,ENSNVIT00000003466",1839,1684.19,239,2.01,7.24
ENSNVIG00000002275,ENSNVIT00000003327,1506,1351.19,2,0.02,0.08
ENSNVIG00000002276,ENSNVIT00000003321,108,5.12,0,0,0
ENSNVIG00000002277,ENSNVIT00000003406,2862,2707.19,201,1.05,3.79
ENSNVIG00000002278,"ENSNVIT00000003322,ENSNVIT00000003325",414,259.44,7,0.38,1.38
ENSNVIG00000002279,ENSNVIT00000003341,837,682.19,0,0,0
ENSNVIG00000002280,ENSNVIT00000003385,2400,2245.19,309,1.95,7.03
ENSNVIG00000002281,ENSNVIT00000003337,1302,1147.19,28,0.35,1.25
ENSNVIG00000002282,"ENSNVIT00000003416,ENSNVIT00000003418,ENSNVIT00000003461",1149.57,994.77,32,0.46,1.64
ENSNVIG00000002283,"ENSNVIT00000003328,ENSNVIT00000003340",1368.47,1213.66,386,4.51,16.24
ENSNVIG00000002284,ENSNVIT00000003369,456,301.3,38,1.79,6.44
ENSNVIG00000002285,"ENSNVIT00000004734,ENSNVIT00000004768,ENSNVIT00000004843,ENSNVIT00000004856",5601.33,5446.52,882,2.29,8.27
ENSNVIG00000002286,ENSNVIT00000003379,555,400.21,447,15.82,57.02
ENSNVIG00000002287,ENSNVIT00000003372,2946,2791.19,460,2.33,8.41
ENSNVIG00000002288,ENSNVIT00000003333,342,188.18,0,0,0
ENSNVIG00000002289,ENSNVIT00000003331,151,23.03,0,0,0
ENSNVIG00000002290,ENSNVIT00000003376,1320,1165.19,3006,36.54,131.71
ENSNVIG00000002291,ENSNVIT00000003346,1928,1773.19,2,0.02,0.06
ENSNVIG00000002292,ENSNVIT00000003342,1029,874.19,47,0.76,2.74
ENSNVIG00000002293,ENSNVIT00000003348,1166,1011.19,1231,17.24,62.15
ENSNVIG00000002294,ENSNVIT00000003350,2523,2368.19,186,1.11,4.01
ENSNVIG00000002295,"ENSNVIT00000003394,ENSNVIT00000003404",1539,1384.19,75,0.77,2.77
ENSNVIG00000002296,ENSNVIT00000003344,134,14.36,0,0,0
ENSNVIG00000002297,ENSNVIT00000003360,2225,2070.19,503,3.44,12.4
ENSNVIG00000002298,ENSNVIT00000003347,117,7.71,0,0,0
ENSNVIG00000002299,ENSNVIT00000003349,533,378.22,9,0.34,1.21
ENSNVIG00000002300,"ENSNVIT00000003352,ENSNVIT00000003361",1178.11,1023.3,15,0.21,0.75
ENSNVIG00000002301,ENSNVIT00000003354,110,5.64,0,0,0
ENSNVIG00000002302,ENSNVIT00000003355,283,131.01,1604.03,173.44,625.1
ENSNVIG00000002303,"ENSNVIT00000003513,ENSNVIT00000003544",902.58,747.77,1635.5,30.98,111.66
ENSNVIG00000002304,ENSNVIT00000003359,2877,2722.19,6,0.03,0.11
ENSNVIG00000002305,ENSNVIT00000003356,107,4.87,0,0,0
ENSNVIG00000002306,"ENSNVIT00000003366,ENSNVIT00000003383",3135,2980.19,360,1.71,6.17
ENSNVIG00000002307,ENSNVIT00000003358,107,4.87,0,0,0
ENSNVIG00000002308,"ENSNVIT00000003441,ENSNVIT00000003451",2727,2572.19,1080,5.95,21.44
ENSNVIG00000002309,ENSNVIT00000003362,320,166.66,4.08,0.35,1.25
ENSNVIG00000002310,"ENSNVIT00000003381,ENSNVIT00000003423,ENSNVIT00000003447",1512,1357.19,11,0.11,0.41
ENSNVIG00000002311,ENSNVIT00000003363,107,4.87,0,0,0
ENSNVIG00000002312,ENSNVIT00000003368,1365,1210.19,1532,17.93,64.63
ENSNVIG00000002313,ENSNVIT00000003419,1269,1114.19,26,0.33,1.19
ENSNVIG00000002314,ENSNVIT00000003391,567,412.21,1,0.03,0.12
ENSNVIG00000002315,ENSNVIT00000003373,228,80.55,0,0,0
ENSNVIG00000002316,ENSNVIT00000003364,249,99.28,10.01,1.43,5.15
ENSNVIG00000002317,ENSNVIT00000003378,2452,2297.19,1620,9.99,36
ENSNVIG00000002318,"ENSNVIT00000003658,ENSNVIT00000003665",3594.17,3439.36,1491,6.14,22.13
ENSNVIG00000002319,"ENSNVIT00000003380,ENSNVIT00000003428",1876,1721.19,1030,8.48,30.55
ENSNVIG00000002320,ENSNVIT00000004075,2559,2404.19,3548,20.9,75.34
ENSNVIG00000002321,ENSNVIT00000003382,162,29.63,0,0,0
ENSNVIG00000002322,ENSNVIT00000003377,927,772.19,0,0,0
ENSNVIG00000002323,ENSNVIT00000003386,288,135.77,0,0,0
ENSNVIG00000002324,ENSNVIT00000003389,477,322.26,0,0,0
ENSNVIG00000002325,ENSNVIT00000003431,4599,4444.19,3095,9.86,35.55
ENSNVIG00000002326,"ENSNVIT00000003387,ENSNVIT00000003438",3163,3008.19,620,2.92,10.52
ENSNVIG00000002327,"ENSNVIT00000003443,ENSNVIT00000003450",1752,1597.19,320,2.84,10.23
ENSNVIG00000002328,"ENSNVIT00000003439,ENSNVIT00000003486,ENSNVIT00000003528",6274.7,6119.89,1278,2.96,10.66
ENSNVIG00000002329,"ENSNVIT00000003495,ENSNVIT00000003512,ENSNVIT00000003523,ENSNVIT00000003536,ENSNVIT00000003552,ENSNVIT00000003586,ENSNVIT00000003600,ENSNVIT00000003626,ENSNVIT00000003656,ENSNVIT00000003661",3035.08,2880.28,257,1.26,4.56
ENSNVIG00000002330,ENSNVIT00000003395,258,107.54,0,0,0
ENSNVIG00000002331,ENSNVIT00000003390,79,0,0,0,0
ENSNVIG00000002332,"ENSNVIT00000003412,ENSNVIT00000003426",852.53,697.72,1802,36.58,131.85
ENSNVIG00000002333,"ENSNVIT00000003427,ENSNVIT00000003470,ENSNVIT00000003498",2112,1957.19,186,1.35,4.85
ENSNVIG00000002334,ENSNVIT00000003401,678,523.2,0,0,0
ENSNVIG00000002335,"ENSNVIT00000003432,ENSNVIT00000003449",1224,1069.19,27,0.36,1.29
ENSNVIG00000002336,"ENSNVIT00000003402,ENSNVIT00000003434,ENSNVIT00000003474",3350.06,3195.26,931,4.13,14.88
ENSNVIG00000002337,ENSNVIT00000003400,107,4.87,0,0,0
ENSNVIG00000002338,ENSNVIT00000003410,537,382.21,90.7,3.36,12.12
ENSNVIG00000002339,ENSNVIT00000003408,165,31.55,0,0,0
ENSNVIG00000002340,ENSNVIT00000003409,105,4.39,0,0,0
ENSNVIG00000002341,ENSNVIT00000003413,939,784.19,0,0,0
ENSNVIG00000002342,ENSNVIT00000003411,167,32.86,0,0,0
ENSNVIG00000002343,ENSNVIT00000003415,1524,1369.19,355,3.67,13.24
ENSNVIG00000002344,ENSNVIT00000003417,318,164.71,0,0,0
ENSNVIG00000002345,ENSNVIT00000003545,6885,6730.19,263,0.55,2
ENSNVIG00000002346,"ENSNVIT00000003491,ENSNVIT00000003501",1459.25,1304.44,60,0.65,2.35
ENSNVIG00000002347,"ENSNVIT00000003713,ENSNVIT00000003726,ENSNVIT00000003740,ENSNVIT00000003752,ENSNVIT00000003764",1251,1096.19,198,2.56,9.22
ENSNVIG00000002348,ENSNVIT00000003420,107,4.87,2.89,8.41,30.3
ENSNVIG00000002349,ENSNVIT00000003421,930,775.19,30,0.55,1.98
ENSNVIG00000002350,ENSNVIT00000003429,795,640.19,1,0.02,0.08
ENSNVIG00000002351,ENSNVIT00000003422,137,15.75,0,0,0
ENSNVIG00000002352,ENSNVIT00000003440,642,487.2,447,13,46.84
ENSNVIG00000002353,ENSNVIT00000003430,1695,1540.19,478,4.4,15.84
ENSNVIG00000002354,ENSNVIT00000003433,954,799.19,0,0,0
ENSNVIG00000002355,"ENSNVIT00000003442,ENSNVIT00000003473,ENSNVIT00000003500",2501.73,2346.92,4101,24.75,89.21
ENSNVIG00000002356,"ENSNVIT00000003538,ENSNVIT00000003557",2832,2677.19,8,0.04,0.15
ENSNVIG00000002357,"ENSNVIT00000003987,ENSNVIT00000004042,ENSNVIT00000004078,ENSNVIT00000004099",6346.1,6191.29,519,1.19,4.28
ENSNVIG00000002358,ENSNVIT00000003448,332,178.37,0,0,0
ENSNVIG00000002359,ENSNVIT00000003445,939,784.19,0,0,0
ENSNVIG00000002360,ENSNVIT00000003446,125,10.56,0,0,0
ENSNVIG00000002361,ENSNVIT00000003453,369,214.79,3,0.2,0.71
ENSNVIG00000002362,"ENSNVIT00000003455,ENSNVIT00000003457",552,397.21,138,4.92,17.74
ENSNVIG00000002363,ENSNVIT00000003458,623,468.2,1584.89,47.95,172.82
ENSNVIG00000002364,ENSNVIT00000003468,951,796.19,0,0,0
ENSNVIG00000002365,ENSNVIT00000003454,1681,1526.19,0,0,0
ENSNVIG00000002366,ENSNVIT00000003463,780,625.19,68,1.54,5.55
ENSNVIG00000002367,ENSNVIT00000003462,768,613.19,12,0.28,1
ENSNVIG00000002368,ENSNVIT00000003484,846,691.19,2,0.04,0.15
ENSNVIG00000002369,ENSNVIT00000003488,2598,2443.19,60,0.35,1.25
ENSNVIG00000002370,ENSNVIT00000003489,2010,1855.19,1147,8.76,31.56
ENSNVIG00000002371,ENSNVIT00000003465,324,170.56,0,0,0
ENSNVIG00000002372,ENSNVIT00000003496,1679,1524.19,363,3.37,12.16
ENSNVIG00000002374,ENSNVIT00000003549,2850,2695.19,1331,7,25.21
ENSNVIG00000002375,ENSNVIT00000003467,4477,4322.19,707,2.32,8.35
ENSNVIG00000002376,"ENSNVIT00000003616,ENSNVIT00000003617,ENSNVIT00000003620",1092,937.19,155,2.34,8.44
ENSNVIG00000002377,"ENSNVIT00000003576,ENSNVIT00000003597,ENSNVIT00000003612,ENSNVIT00000003615,ENSNVIT00000003618",3914.97,3760.16,537,2.02,7.29
ENSNVIG00000002378,ENSNVIT00000003476,354,199.98,23,1.63,5.87
ENSNVIG00000002379,ENSNVIT00000003471,1721,1566.19,3,0.03,0.1
ENSNVIG00000002380,"ENSNVIT00000003595,ENSNVIT00000003619",3256.56,3101.75,671,3.06,11.04
ENSNVIG00000002381,ENSNVIT00000003469,483,328.25,4,0.17,0.62
ENSNVIG00000002382,ENSNVIT00000003472,3246,3091.19,242,1.11,4
ENSNVIG00000002383,"ENSNVIT00000003643,ENSNVIT00000003715,ENSNVIT00000003729",1989,1834.19,326,2.52,9.07
ENSNVIG00000002384,ENSNVIT00000003506,1889,1734.19,270,2.21,7.95
ENSNVIG00000002385,ENSNVIT00000003478,939,784.19,1,0.02,0.07
ENSNVIG00000002386,ENSNVIT00000003477,81,0,0,0,0
ENSNVIG00000002387,ENSNVIT00000003481,724,569.19,213,5.3,19.1
ENSNVIG00000002388,ENSNVIT00000003483,909,754.19,0,0,0
ENSNVIG00000002389,"ENSNVIT00000003480,ENSNVIT00000003482",487.92,333.17,51,2.17,7.81
ENSNVIG00000002390,ENSNVIT00000003479,1902,1747.19,249,2.02,7.28
ENSNVIG00000002391,ENSNVIT00000003485,1479,1324.19,95,1.02,3.66
ENSNVIG00000002392,ENSNVIT00000003505,735,580.19,2,0.05,0.18
ENSNVIG00000002393,ENSNVIT00000003494,2075,1920.19,103,0.76,2.74
ENSNVIG00000002394,"ENSNVIT00000003487,ENSNVIT00000003507",2006.77,1851.97,372,2.85,10.25
ENSNVIG00000002395,"ENSNVIT00000003556,ENSNVIT00000003575",1389,1234.19,1,0.01,0.04
ENSNVIG00000002396,ENSNVIT00000003492,942,787.19,1,0.02,0.06
ENSNVIG00000002397,ENSNVIT00000003539,2244,2089.19,255,1.73,6.23
ENSNVIG00000002398,ENSNVIT00000003490,121,9.08,0,0,0
ENSNVIG00000002399,ENSNVIT00000003493,291,138.64,1,0.1,0.37
ENSNVIG00000002400,ENSNVIT00000003502,240,91.16,0,0,0
ENSNVIG00000002401,ENSNVIT00000003503,1113,958.19,0,0,0
ENSNVIG00000002402,"ENSNVIT00000003534,ENSNVIT00000003547",1512,1357.19,114.09,1.19,4.29
ENSNVIG00000002403,ENSNVIT00000003504,312,158.89,0,0,0
ENSNVIG00000002404,ENSNVIT00000003511,987,832.19,0,0,0
ENSNVIG00000002405,ENSNVIT00000003676,3258,3103.19,0,0,0
ENSNVIG00000002406,"ENSNVIT00000003881,ENSNVIT00000003899",3822.36,3667.55,42.89,0.17,0.6
ENSNVIG00000002407,"ENSNVIT00000003562,ENSNVIT00000003581",4983,4828.19,851,2.5,9
ENSNVIG00000002408,ENSNVIT00000003529,1680,1525.19,37,0.34,1.24
ENSNVIG00000002409,"ENSNVIT00000003632,ENSNVIT00000003651,ENSNVIT00000003662,ENSNVIT00000003686",1389.95,1235.14,81,0.93,3.35
ENSNVIG00000002410,ENSNVIT00000003516,1128,973.19,2,0.03,0.1
ENSNVIG00000002411,ENSNVIT00000003524,1758,1603.19,6,0.05,0.19
ENSNVIG00000002412,"ENSNVIT00000003912,ENSNVIT00000003920,ENSNVIT00000003926",6811.68,6656.87,80,0.17,0.61
ENSNVIG00000002413,"ENSNVIT00000003531,ENSNVIT00000003637,ENSNVIT00000003648,ENSNVIT00000003666,ENSNVIT00000003711",4304.67,4149.87,5475,18.69,67.36
ENSNVIG00000002414,ENSNVIT00000003546,708,553.19,297,7.6,27.41
ENSNVIG00000002415,"ENSNVIT00000003521,ENSNVIT00000003522",636,481.2,1,0.03,0.11
ENSNVIG00000002416,ENSNVIT00000003518,453,298.31,5,0.24,0.86
ENSNVIG00000002417,ENSNVIT00000003535,111,5.92,0,0,0
ENSNVIG00000002418,"ENSNVIT00000003714,ENSNVIT00000003767,ENSNVIT00000003870",2849.94,2695.13,2031,10.67,38.47
ENSNVIG00000002419,"ENSNVIT00000003668,ENSNVIT00000003707",2703.15,2548.35,524,2.91,10.5
ENSNVIG00000002420,ENSNVIT00000003520,85,1.2,0,0,0
ENSNVIG00000002421,"ENSNVIT00000003641,ENSNVIT00000003646",1559.3,1404.49,189,1.91,6.87
ENSNVIG00000002422,ENSNVIT00000003519,1584,1429.19,2,0.02,0.07
ENSNVIG00000002423,"ENSNVIT00000003644,ENSNVIT00000003655,ENSNVIT00000003688,ENSNVIT00000003704",3862.86,3708.05,297,1.13,4.09
ENSNVIG00000002424,"ENSNVIT00000003558,ENSNVIT00000003592",1614,1459.19,376,3.65,13.16
ENSNVIG00000002425,ENSNVIT00000003548,795,640.19,2,0.04,0.16
ENSNVIG00000002426,"ENSNVIT00000003532,ENSNVIT00000003542",2487.66,2332.85,345,2.09,7.55
ENSNVIG00000002427,ENSNVIT00000003527,459,304.29,0,0,0
ENSNVIG00000002428,ENSNVIT00000003530,972,817.19,0,0,0
ENSNVIG00000002429,ENSNVIT00000003533,57,0,0,0,0
ENSNVIG00000002430,ENSNVIT00000003543,981,826.19,0,0,0
ENSNVIG00000002431,"ENSNVIT00000003565,ENSNVIT00000003584",3192.63,3037.82,602,2.81,10.12
ENSNVIG00000002432,ENSNVIT00000003541,1693,1538.19,174,1.6,5.78
ENSNVIG00000002433,ENSNVIT00000003540,823,668.19,372,7.89,28.42
ENSNVIG00000002434,ENSNVIT00000003574,885,730.19,0,0,0
ENSNVIG00000002435,ENSNVIT00000003551,957,802.19,0,0,0
ENSNVIG00000002436,ENSNVIT00000003553,1818,1663.19,11,0.09,0.34
ENSNVIG00000002437,"ENSNVIT00000003573,ENSNVIT00000003580",829.95,675.14,298,6.25,22.53
ENSNVIG00000002438,"ENSNVIT00000003589,ENSNVIT00000003607,ENSNVIT00000003633,ENSNVIT00000003647",1888.64,1733.84,436,3.56,12.84
ENSNVIG00000002439,ENSNVIT00000003560,522,367.22,1,0.04,0.14
ENSNVIG00000002440,ENSNVIT00000003571,954,799.19,0,0,0
ENSNVIG00000002441,"ENSNVIT00000003559,ENSNVIT00000003564",531.49,376.7,24,0.9,3.25
ENSNVIG00000002442,"ENSNVIT00000004253,ENSNVIT00000004273,ENSNVIT00000004288,ENSNVIT00000004302",2253,2098.19,220,1.49,5.35
ENSNVIG00000002444,ENSNVIT00000003563,633,478.2,667,19.76,71.21
ENSNVIG00000002445,"ENSNVIT00000003566,ENSNVIT00000003588",531.3,376.71,229,8.61,31.04
ENSNVIG00000002446,ENSNVIT00000003568,105,4.39,0,0,0
ENSNVIG00000002447,ENSNVIT00000003567,127,11.36,0,0,0
ENSNVIG00000002448,ENSNVIT00000003570,85,1.2,0,0,0
ENSNVIG00000002449,ENSNVIT00000003569,115,7.08,0,0,0
ENSNVIG00000002450,ENSNVIT00000003659,2517,2362.19,279,1.67,6.03
ENSNVIG00000002451,"ENSNVIT00000003608,ENSNVIT00000003669,ENSNVIT00000003679,ENSNVIT00000003693",1516.5,1361.79,0,0,0
ENSNVIG00000002452,ENSNVIT00000003578,137,15.75,0,0,0
ENSNVIG00000002453,ENSNVIT00000003577,936,781.19,0,0,0
ENSNVIG00000002454,ENSNVIT00000003596,687,532.2,74,1.97,7.1
ENSNVIG00000002455,ENSNVIT00000003579,1193,1038.19,48.87,0.67,2.4
ENSNVIG00000002456,ENSNVIT00000003583,96,2.6,0,0,0
ENSNVIG00000002457,ENSNVIT00000003590,885,730.19,0,0,0
ENSNVIG00000002458,ENSNVIT00000003582,211,66.07,4,0.86,3.09
ENSNVIG00000002459,"ENSNVIT00000003602,ENSNVIT00000003629,ENSNVIT00000003652",2478.79,2323.98,491,2.99,10.79
ENSNVIG00000002460,ENSNVIT00000003594,1285,1130.19,58,0.73,2.62
ENSNVIG00000002461,"ENSNVIT00000003640,ENSNVIT00000003664",1888.03,1733.22,969,7.92,28.54
ENSNVIG00000002462,ENSNVIT00000003599,732,577.19,35,0.86,3.1
ENSNVIG00000002463,"ENSNVIT00000003660,ENSNVIT00000003667,ENSNVIT00000003682",3039,2884.19,1710,8.4,30.27
ENSNVIG00000002464,ENSNVIT00000003606,2096,1941.19,16,0.12,0.42
ENSNVIG00000002465,ENSNVIT00000003585,308,155.01,3,0.27,0.99
ENSNVIG00000002466,ENSNVIT00000003591,163,30.26,0,0,0
ENSNVIG00000002467,ENSNVIT00000003604,1594,1439.19,125,1.23,4.43
ENSNVIG00000002468,ENSNVIT00000003605,954,799.19,0,0,0
ENSNVIG00000002469,ENSNVIT00000003598,288,135.77,472.35,49.28,177.61
ENSNVIG00000002470,ENSNVIT00000003593,204,60.33,0,0,0
ENSNVIG00000002471,ENSNVIT00000003705,6144,5989.19,400,0.95,3.41
ENSNVIG00000002472,"ENSNVIT00000003639,ENSNVIT00000003653",1254.25,1099.44,447,5.76,20.76
ENSNVIG00000002473,ENSNVIT00000003601,942,787.19,0,0,0
ENSNVIG00000002474,ENSNVIT00000003603,585,430.2,750,24.69,89
ENSNVIG00000002475,ENSNVIT00000003625,897,742.19,0,0,0
ENSNVIG00000002476,ENSNVIT00000003636,1927,1772.19,1096,8.76,31.57
ENSNVIG00000002478,ENSNVIT00000003611,110,5.64,0,0,0
ENSNVIG00000002479,ENSNVIT00000003609,113,6.48,3,6.55,23.62
ENSNVIG00000002480,ENSNVIT00000003610,954,799.19,0,0,0
ENSNVIG00000002481,ENSNVIT00000003614,1305,1150.19,78,0.96,3.46
ENSNVIG00000002482,ENSNVIT00000003631,954,799.19,0,0,0
ENSNVIG00000002483,ENSNVIT00000003627,115,7.08,0,0,0
ENSNVIG00000002485,"ENSNVIT00000003623,ENSNVIT00000003630,ENSNVIT00000003654",2625,2470.19,909,5.21,18.79
ENSNVIG00000002486,ENSNVIT00000003628,114,6.78,0,0,0
ENSNVIG00000002488,"ENSNVIT00000004504,ENSNVIT00000004958,ENSNVIT00000005015,ENSNVIT00000005088,ENSNVIT00000005289,ENSNVIT00000005298,ENSNVIT00000005358,ENSNVIT00000005382,ENSNVIT00000005398",2464.11,2309.31,696,4.27,15.39
ENSNVIG00000002489,"ENSNVIT00000003812,ENSNVIT00000003839,ENSNVIT00000003845,ENSNVIT00000003847,ENSNVIT00000003852",1534.04,1379.23,15,0.15,0.56
ENSNVIG00000002490,"ENSNVIT00000003710,ENSNVIT00000003761",2607.86,2453.05,402,2.32,8.37
ENSNVIG00000002491,ENSNVIT00000003937,4956,4801.19,1293,3.81,13.75
ENSNVIG00000002492,ENSNVIT00000003634,651,496.2,4,0.11,0.41
ENSNVIG00000002493,"ENSNVIT00000003638,ENSNVIT00000003645",980,825.19,37,0.64,2.29
ENSNVIG00000002494,"ENSNVIT00000003805,ENSNVIT00000003817,ENSNVIT00000003844,ENSNVIT00000003846,ENSNVIT00000003856,ENSNVIT00000003875",1925.76,1770.96,2579,20.63,74.35
ENSNVIG00000002495,"ENSNVIT00000003691,ENSNVIT00000003701,ENSNVIT00000003747",1161,1006.19,271,3.82,13.75
ENSNVIG00000002496,"ENSNVIT00000003833,ENSNVIT00000003854,ENSNVIT00000003884,ENSNVIT00000003916",1872.38,1717.58,1641,13.53,48.78
ENSNVIG00000002497,ENSNVIT00000003650,954,799.19,0,0,0
ENSNVIG00000002498,"ENSNVIT00000003678,ENSNVIT00000003685",1704.11,1549.32,3242,29.64,106.83
ENSNVIG00000002499,ENSNVIT00000003702,1401,1246.19,3067,34.86,125.65
ENSNVIG00000002500,ENSNVIT00000003672,360,205.9,0,0,0
ENSNVIG00000002501,ENSNVIT00000003649,114,6.78,1,2.09,7.53
ENSNVIG00000002502,"ENSNVIT00000003692,ENSNVIT00000003716",1704.01,1549.21,2865,26.2,94.41
ENSNVIG00000002503,ENSNVIT00000003657,116,7.39,0,0,0
ENSNVIG00000002504,ENSNVIT00000003720,3663,3508.19,2722,10.99,39.61
ENSNVIG00000002505,ENSNVIT00000003663,726,571.19,337.68,8.37,30.18
ENSNVIG00000002506,ENSNVIT00000003673,4618,4463.19,74,0.23,0.85
ENSNVIG00000002507,ENSNVIT00000003680,708,553.19,0,0,0
ENSNVIG00000002508,ENSNVIT00000003681,713,558.19,884,22.43,80.85
ENSNVIG00000002509,"ENSNVIT00000003779,ENSNVIT00000003796",1629,1474.19,855,8.22,29.61
ENSNVIG00000002510,ENSNVIT00000003677,107,4.87,2.89,8.41,30.3
ENSNVIG00000002511,ENSNVIT00000003670,98,2.94,0,0,0
ENSNVIG00000002512,"ENSNVIT00000006692,ENSNVIT00000006733,ENSNVIT00000006785,ENSNVIT00000006831,ENSNVIT00000006844,ENSNVIT00000006876,ENSNVIT00000006940,ENSNVIT00000006981,ENSNVIT00000007021,ENSNVIT00000007032",2862.9,2708.1,2705,14.15,50.99
ENSNVIG00000002513,ENSNVIT00000003674,816,661.19,947,20.29,73.12
ENSNVIG00000002514,ENSNVIT00000003671,130,12.6,0,0,0
ENSNVIG00000002515,ENSNVIT00000003706,906,751.19,77,1.45,5.23
ENSNVIG00000002516,"ENSNVIT00000004147,ENSNVIT00000004167,ENSNVIT00000004180",7205.74,7050.93,2001,4.02,14.49
ENSNVIG00000002517,ENSNVIT00000003700,1410,1255.19,141,1.59,5.73
ENSNVIG00000002518,"ENSNVIT00000003703,ENSNVIT00000003721,ENSNVIT00000003734",2251.89,2097.08,594,4.01,14.46
ENSNVIG00000002519,"ENSNVIT00000003853,ENSNVIT00000003858,ENSNVIT00000003905",2305.72,2150.92,288,1.9,6.84
ENSNVIG00000002520,"ENSNVIT00000003768,ENSNVIT00000003792,ENSNVIT00000003797",591,436.2,2,0.06,0.23
ENSNVIG00000002521,ENSNVIT00000003683,918,763.19,0,0,0
ENSNVIG00000002522,ENSNVIT00000003708,816,661.19,212,4.54,16.37
ENSNVIG00000002523,ENSNVIT00000003684,106,4.62,0,0,0
ENSNVIG00000002524,ENSNVIT00000003687,930,775.19,0,0,0
ENSNVIG00000002526,ENSNVIT00000003689,131,13.03,0,0,0
ENSNVIG00000002527,ENSNVIT00000003690,104,4.16,0,0,0
ENSNVIG00000002528,"ENSNVIT00000003712,ENSNVIT00000003741",1664.46,1509.66,5,0.05,0.17
ENSNVIG00000002529,ENSNVIT00000003696,125,10.56,1,1.34,4.83
ENSNVIG00000002530,ENSNVIT00000003719,1065,910.19,70,1.09,3.93
