gene_id,transcript_id(s),length,effective_length,expected_count,TPM,FPKM
ENSNVIG00000007021,ENSNVIT00000010381,2693,2520.33,229,1.21,4.84
ENSNVIG00000007022,ENSNVIT00000010415,1137,964.33,973.89,13.41,53.76
ENSNVIG00000007023,ENSNVIT00000010354,107,2.71,0,0,0
ENSNVIG00000007024,ENSNVIT00000010367,546,373.36,0,0,0
ENSNVIG00000007025,"ENSNVIT00000010408,ENSNVIT00000010423",1327.86,1155.19,153,1.76,7.05
ENSNVIG00000007026,ENSNVIT00000010365,327,156.12,0,0,0
ENSNVIG00000007027,ENSNVIT00000010363,110,3.18,0,0,0
ENSNVIG00000007028,"ENSNVIT00000010372,ENSNVIT00000010386",1460.24,1287.57,1093,11.27,45.18
ENSNVIG00000007029,"ENSNVIT00000010444,ENSNVIT00000010477,ENSNVIT00000010521",4543.56,4370.89,618,1.88,7.53
ENSNVIG00000007030,"ENSNVIT00000010572,ENSNVIT00000010599,ENSNVIT00000010612,ENSNVIT00000010649,ENSNVIT00000010651",2712.37,2539.7,848,4.43,17.77
ENSNVIG00000007031,ENSNVIT00000010385,2337,2164.33,408,2.5,10.03
ENSNVIG00000007032,ENSNVIT00000010377,942,769.33,700,12.08,48.43
ENSNVIG00000007033,ENSNVIT00000010389,492,319.41,9,0.37,1.5
ENSNVIG00000007034,ENSNVIT00000010384,732,559.33,5,0.12,0.48
ENSNVIG00000007035,"ENSNVIT00000010417,ENSNVIT00000010425",1026,853.33,0,0,0
ENSNVIG00000007036,ENSNVIT00000010375,111,3.35,0,0,0
ENSNVIG00000007037,ENSNVIT00000010373,108,2.86,0,0,0
ENSNVIG00000007038,ENSNVIT00000010382,112,3.52,0,0,0
ENSNVIG00000007039,ENSNVIT00000010392,186,34.54,3,1.15,4.62
ENSNVIG00000007040,ENSNVIT00000010388,249,83.55,0,0,0
ENSNVIG00000007041,"ENSNVIT00000010390,ENSNVIT00000010393",199,43.41,2,0.61,2.45
ENSNVIG00000007042,ENSNVIT00000010399,3135,2962.33,116,0.52,2.08
ENSNVIG00000007043,ENSNVIT00000010395,126,6.6,0,0,0
ENSNVIG00000007044,ENSNVIT00000010401,291,121.77,158,17.23,69.06
ENSNVIG00000007045,"ENSNVIT00000010419,ENSNVIT00000010420",441,268.53,287.67,14.23,57.02
ENSNVIG00000007046,"ENSNVIT00000010407,ENSNVIT00000010443,ENSNVIT00000010463",2424.47,2251.8,877,5.17,20.73
ENSNVIG00000007047,"ENSNVIT00000010397,ENSNVIT00000010398,ENSNVIT00000010400,ENSNVIT00000010402,ENSNVIT00000010403",443.8,273.02,0,0,0
ENSNVIG00000007048,ENSNVIT00000010405,411,238.7,1,0.06,0.22
ENSNVIG00000007049,ENSNVIT00000010406,134,8.92,5.19,7.73,30.96
ENSNVIG00000007050,ENSNVIT00000010412,1051,878.33,567,8.57,34.36
ENSNVIG00000007051,ENSNVIT00000010411,114,3.88,0,0,0
ENSNVIG00000007052,ENSNVIT00000010410,117,4.47,0,0,0
ENSNVIG00000007053,ENSNVIT00000010416,1505,1332.33,70,0.7,2.8
ENSNVIG00000007054,ENSNVIT00000010414,1991,1818.33,380,2.78,11.12
ENSNVIG00000007055,"ENSNVIT00000010438,ENSNVIT00000010445,ENSNVIT00000010455",938.44,765.76,175,3.04,12.16
ENSNVIG00000007056,ENSNVIT00000010484,2109,1936.33,0,0,0
ENSNVIG00000007057,ENSNVIT00000010422,117,4.47,0,0,0
ENSNVIG00000007058,ENSNVIT00000010421,112,3.52,0,0,0
ENSNVIG00000007059,"ENSNVIT00000010492,ENSNVIT00000010540",1366,1193.33,373,4.15,16.64
ENSNVIG00000007060,"ENSNVIT00000010666,ENSNVIT00000010705,ENSNVIT00000010729",3681.6,3508.93,2359,8.93,35.78
ENSNVIG00000007061,"ENSNVIT00000010426,ENSNVIT00000010429",626,453.34,10,0.29,1.17
ENSNVIG00000007062,ENSNVIT00000010462,228,65.75,0,0,0
ENSNVIG00000007063,ENSNVIT00000010436,384,211.95,10,0.63,2.51
ENSNVIG00000007064,ENSNVIT00000010430,121,5.35,0,0,0
ENSNVIG00000007065,ENSNVIT00000010431,108,2.86,0,0,0
ENSNVIG00000007066,ENSNVIT00000010434,222,60.89,3,0.65,2.62
ENSNVIG00000007067,ENSNVIT00000010432,166,22.6,0,0,0
ENSNVIG00000007068,ENSNVIT00000010435,3944,3771.33,1035,3.64,14.61
ENSNVIG00000007069,"ENSNVIT00000010448,ENSNVIT00000010459",1871,1698.33,722,5.65,22.63
ENSNVIG00000007070,ENSNVIT00000010439,1186,1013.33,404,5.29,21.22
ENSNVIG00000007071,"ENSNVIT00000010497,ENSNVIT00000010506",784.5,611.83,0,0,0
ENSNVIG00000007072,ENSNVIT00000010437,384,211.95,0,0,0
ENSNVIG00000007073,ENSNVIT00000010442,759,586.33,1443.76,32.7,131.07
ENSNVIG00000007074,"ENSNVIT00000010528,ENSNVIT00000010535,ENSNVIT00000010555,ENSNVIT00000010563,ENSNVIT00000010569",1310.51,1137.84,936,10.93,43.79
ENSNVIG00000007075,"ENSNVIT00000010456,ENSNVIT00000010468,ENSNVIT00000010491",938.43,765.76,636,11.03,44.21
ENSNVIG00000007076,ENSNVIT00000010457,1353,1180.33,966,10.87,43.56
ENSNVIG00000007077,"ENSNVIT00000010489,ENSNVIT00000010513,ENSNVIT00000010519,ENSNVIT00000010526",1873,1700.33,15,0.12,0.47
ENSNVIG00000007078,"ENSNVIT00000010930,ENSNVIT00000010954,ENSNVIT00000010992,ENSNVIT00000011033,ENSNVIT00000011050,ENSNVIT00000011082,ENSNVIT00000011094",3503.08,3330.41,3843,15.33,61.42
ENSNVIG00000007079,"ENSNVIT00000010465,ENSNVIT00000010475,ENSNVIT00000010495",1651.64,1478.97,295,2.65,10.62
ENSNVIG00000007080,ENSNVIT00000010446,1254,1081.33,80,0.98,3.94
ENSNVIG00000007081,"ENSNVIT00000011411,ENSNVIT00000011455,ENSNVIT00000011506,ENSNVIT00000011525,ENSNVIT00000011541",15926.1,15753.43,43295,36.5,146.28
ENSNVIG00000007082,"ENSNVIT00000010720,ENSNVIT00000010726,ENSNVIT00000010730,ENSNVIT00000010741",2294.12,2121.45,44,0.28,1.1
ENSNVIG00000007083,"ENSNVIT00000010485,ENSNVIT00000010488",996.56,823.89,47,0.76,3.04
ENSNVIG00000007084,ENSNVIT00000010554,1383,1210.33,323,3.54,14.2
ENSNVIG00000007085,ENSNVIT00000010451,1060,887.33,13,0.19,0.78
ENSNVIG00000007086,"ENSNVIT00000010512,ENSNVIT00000010545",1425.32,1252.65,1146,12.15,48.7
ENSNVIG00000007087,ENSNVIT00000010589,888,715.33,88,1.63,6.55
ENSNVIG00000007088,ENSNVIT00000010454,1305,1132.33,20,0.23,0.94
ENSNVIG00000007089,ENSNVIT00000010460,4901,4728.33,830,2.33,9.34
ENSNVIG00000007090,ENSNVIT00000010478,1014,841.33,4,0.06,0.25
ENSNVIG00000007091,ENSNVIT00000010464,222,60.89,0,0,0
ENSNVIG00000007092,ENSNVIT00000010471,2244,2071.33,0,0,0
ENSNVIG00000007093,ENSNVIT00000010516,1362,1189.33,392,4.38,17.54
ENSNVIG00000007094,"ENSNVIT00000010770,ENSNVIT00000010778,ENSNVIT00000010797,ENSNVIT00000010803,ENSNVIT00000010804",1599,1426.33,15,0.14,0.56
ENSNVIG00000007095,ENSNVIT00000010673,3999,3826.33,1057,3.67,14.7
ENSNVIG00000007096,"ENSNVIT00000010568,ENSNVIT00000010592",3100.26,2927.59,371,1.68,6.75
ENSNVIG00000007097,"ENSNVIT00000010483,ENSNVIT00000010500",2983.46,2810.79,922,4.36,17.46
ENSNVIG00000007098,"ENSNVIT00000010632,ENSNVIT00000010655",1861,1688.33,355,2.79,11.19
ENSNVIG00000007099,ENSNVIT00000010472,1146,973.33,3,0.04,0.16
ENSNVIG00000007100,"ENSNVIT00000010469,ENSNVIT00000010490,ENSNVIT00000010511,ENSNVIT00000010538",1817.13,1644.46,604,4.88,19.55
ENSNVIG00000007101,"ENSNVIT00000010550,ENSNVIT00000010551,ENSNVIT00000010566",1287.09,1114.42,385,4.59,18.39
ENSNVIG00000007102,ENSNVIT00000010479,726,553.33,95,2.28,9.14
ENSNVIG00000007103,ENSNVIT00000010474,2062,1889.33,112.32,0.79,3.16
ENSNVIG00000007104,ENSNVIT00000010505,1521,1348.33,9,0.09,0.36
ENSNVIG00000007105,"ENSNVIT00000011794,ENSNVIT00000011827,ENSNVIT00000011893,ENSNVIT00000011933",20615.55,20442.88,10809,7.02,28.14
ENSNVIG00000007106,ENSNVIT00000010487,333,161.94,12,0.98,3.94
ENSNVIG00000007107,ENSNVIT00000010496,585,412.34,0,0,0
ENSNVIG00000007108,"ENSNVIT00000010508,ENSNVIT00000010517",960,787.33,54,0.91,3.65
ENSNVIG00000007110,ENSNVIT00000010494,273,105.06,14,1.77,7.09
ENSNVIG00000007111,ENSNVIT00000010501,2067,1894.33,429,3.01,12.05
ENSNVIG00000007112,ENSNVIT00000010504,483,310.42,0,0,0
ENSNVIG00000007113,ENSNVIT00000010503,984,811.33,1,0.02,0.07
ENSNVIG00000007114,ENSNVIT00000010499,1950,1777.33,0,0,0
ENSNVIG00000007116,ENSNVIT00000010598,2130,1957.33,45,0.31,1.22
ENSNVIG00000007117,ENSNVIT00000010507,1608,1435.33,373.15,3.45,13.84
ENSNVIG00000007118,ENSNVIT00000010509,858,685.33,0,0,0
ENSNVIG00000007119,ENSNVIT00000010514,65,0,3,0,0
ENSNVIG00000007120,ENSNVIT00000010548,1095,922.33,0,0,0
ENSNVIG00000007121,ENSNVIT00000010518,474,301.44,0,0,0
ENSNVIG00000007122,"ENSNVIT00000010603,ENSNVIT00000010606,ENSNVIT00000010641",821.41,648.89,113,2.31,9.27
ENSNVIG00000007123,"ENSNVIT00000010524,ENSNVIT00000010553",2743.98,2571.3,333,1.72,6.89
ENSNVIG00000007124,ENSNVIT00000010531,985,812.33,6878.98,112.47,450.74
ENSNVIG00000007125,ENSNVIT00000010631,4383,4210.33,2681,8.46,33.89
ENSNVIG00000007126,"ENSNVIT00000010534,ENSNVIT00000010546,ENSNVIT00000010549",1365.57,1193.26,607,6.76,27.08
ENSNVIG00000007127,ENSNVIT00000010525,609,436.34,0,0,0
ENSNVIG00000007128,ENSNVIT00000010532,1293,1120.33,12,0.14,0.57
ENSNVIG00000007129,"ENSNVIT00000010541,ENSNVIT00000010621",7073,6900.33,685.79,1.32,5.29
ENSNVIG00000007130,"ENSNVIT00000010676,ENSNVIT00000010709",2831.07,2658.4,409,2.04,8.19
ENSNVIG00000007131,ENSNVIT00000010564,2196,2023.33,179,1.17,4.71
ENSNVIG00000007132,"ENSNVIT00000010552,ENSNVIT00000010559",1482,1309.33,127,1.29,5.16
ENSNVIG00000007133,ENSNVIT00000010529,1045,872.33,18,0.27,1.1
ENSNVIG00000007134,ENSNVIT00000010530,115,4.07,0,0,0
ENSNVIG00000007135,"ENSNVIT00000010558,ENSNVIT00000010576",3428.01,3255.34,3047,12.43,49.82
ENSNVIG00000007136,"ENSNVIT00000010712,ENSNVIT00000010734,ENSNVIT00000010760",873,700.33,22,0.42,1.67
ENSNVIG00000007137,ENSNVIT00000010536,84,0,0,0,0
ENSNVIG00000007138,ENSNVIT00000010543,777,604.33,10,0.22,0.88
ENSNVIG00000007139,ENSNVIT00000010537,1259,1086.33,0,0,0
ENSNVIG00000007140,ENSNVIT00000010647,7908,7735.33,3600,6.18,24.77
ENSNVIG00000007141,"ENSNVIT00000010573,ENSNVIT00000010582",1890,1717.33,326.85,2.53,10.13
ENSNVIG00000007142,ENSNVIT00000010539,1979,1806.33,10522,77.36,310.05
ENSNVIG00000007143,"ENSNVIT00000010597,ENSNVIT00000010614",2802,2629.33,16,0.08,0.32
ENSNVIG00000007144,"ENSNVIT00000011059,ENSNVIT00000011154",4033.23,3860.56,458.92,1.58,6.33
ENSNVIG00000007145,"ENSNVIT00000010931,ENSNVIT00000010932,ENSNVIT00000011029,ENSNVIT00000011037",2237.15,2064.48,424,2.73,10.93
ENSNVIG00000007146,ENSNVIT00000010547,101,1.93,0,0,0
ENSNVIG00000007147,ENSNVIT00000010560,2112,1939.33,2,0.01,0.05
ENSNVIG00000007148,ENSNVIT00000010565,1170,997.33,672,8.95,35.86
ENSNVIG00000007149,ENSNVIT00000010557,1724,1551.33,576,4.93,19.76
ENSNVIG00000007150,"ENSNVIT00000010587,ENSNVIT00000010595",3089.84,2917.16,320,1.46,5.84
ENSNVIG00000007151,ENSNVIT00000010562,942,769.33,0,0,0
ENSNVIG00000007152,ENSNVIT00000010584,942,769.33,6,0.1,0.42
ENSNVIG00000007153,"ENSNVIT00000010638,ENSNVIT00000010648",2694,2521.33,52,0.27,1.1
ENSNVIG00000007154,ENSNVIT00000010556,3644,3471.33,331,1.27,5.08
ENSNVIG00000007155,ENSNVIT00000010577,1776,1603.33,23,0.19,0.76
ENSNVIG00000007156,ENSNVIT00000010622,2097,1924.33,346,2.39,9.57
ENSNVIG00000007157,"ENSNVIT00000010891,ENSNVIT00000010899,ENSNVIT00000010909,ENSNVIT00000010914",2367,2194.33,140,0.85,3.4
ENSNVIG00000007158,ENSNVIT00000010567,1742,1569.33,162,1.37,5.49
ENSNVIG00000007159,ENSNVIT00000010575,1113,940.33,0,0,0
ENSNVIG00000007160,ENSNVIT00000010570,378,206.02,0,0,0
ENSNVIG00000007161,"ENSNVIT00000010626,ENSNVIT00000010637,ENSNVIT00000010644",611,438.34,0,0,0
ENSNVIG00000007162,ENSNVIT00000010578,1959,1786.33,855,6.36,25.48
ENSNVIG00000007163,ENSNVIT00000010579,555,382.35,103,3.58,14.34
ENSNVIG00000007164,ENSNVIT00000010580,225,63.31,0,0,0
ENSNVIG00000007166,ENSNVIT00000010594,2030,1857.33,545,3.9,15.62
ENSNVIG00000007167,ENSNVIT00000010593,897,724.33,0,0,0
ENSNVIG00000007168,"ENSNVIT00000010668,ENSNVIT00000010687,ENSNVIT00000010694",1785.12,1612.45,185,1.52,6.11
ENSNVIG00000007169,ENSNVIT00000010581,315,144.57,0,0,0
ENSNVIG00000007170,ENSNVIT00000010583,549,376.35,89,3.14,12.59
ENSNVIG00000007171,ENSNVIT00000010588,963,790.33,0,0,0
ENSNVIG00000007172,ENSNVIT00000010585,122,5.59,2,4.75,19.05
ENSNVIG00000007173,ENSNVIT00000010627,1080,907.33,374,5.47,21.94
ENSNVIG00000007174,"ENSNVIT00000010600,ENSNVIT00000010607",549,376.35,0,0,0
ENSNVIG00000007175,ENSNVIT00000010596,813,640.33,0,0,0
ENSNVIG00000007176,ENSNVIT00000010629,6511,6338.33,549,1.15,4.61
ENSNVIG00000007178,ENSNVIT00000010628,327,156.12,0,0,0
ENSNVIG00000007179,"ENSNVIT00000010664,ENSNVIT00000010685,ENSNVIT00000010691",1294.94,1122.27,37,0.44,1.75
ENSNVIG00000007180,"ENSNVIT00000010675,ENSNVIT00000010783",1387.26,1214.59,75,0.82,3.29
ENSNVIG00000007181,ENSNVIT00000010591,119,4.9,0,0,0
ENSNVIG00000007182,ENSNVIT00000010662,3309,3136.33,257,1.09,4.36
ENSNVIG00000007183,ENSNVIT00000010601,618,445.34,0,0,0
ENSNVIG00000007184,ENSNVIT00000010604,1740,1567.33,450,3.81,15.28
ENSNVIG00000007185,ENSNVIT00000010608,990,817.33,23,0.37,1.5
ENSNVIG00000007186,ENSNVIT00000010618,1023,850.33,1,0.02,0.06
ENSNVIG00000007187,ENSNVIT00000010602,102,2.05,0,0,0
ENSNVIG00000007188,ENSNVIT00000010605,107,2.71,0,0,0
ENSNVIG00000007189,ENSNVIT00000010613,370,198.13,2,0.13,0.54
ENSNVIG00000007190,ENSNVIT00000010610,1205,1032.33,37,0.48,1.91
ENSNVIG00000007192,"ENSNVIT00000010617,ENSNVIT00000010635,ENSNVIT00000010653",1175.44,1002.77,207,2.74,10.99
ENSNVIG00000007193,"ENSNVIT00000011060,ENSNVIT00000011061,ENSNVIT00000011081,ENSNVIT00000011093",2344.46,2171.79,289,1.77,7.08
ENSNVIG00000007194,ENSNVIT00000010619,360,188.3,3,0.21,0.85
ENSNVIG00000007195,ENSNVIT00000010620,1278,1105.33,23,0.28,1.11
ENSNVIG00000007196,"ENSNVIT00000010670,ENSNVIT00000010680",546,373.36,427,15.19,60.88
ENSNVIG00000007197,ENSNVIT00000010623,198,42.7,0,0,0
ENSNVIG00000007198,ENSNVIT00000010625,1425,1252.33,0,0,0
ENSNVIG00000007199,ENSNVIT00000010630,465,292.46,2,0.09,0.36
ENSNVIG00000007200,"ENSNVIT00000010657,ENSNVIT00000010681",1078.5,905.83,0,0,0
ENSNVIG00000007201,ENSNVIT00000010636,873,700.33,260,4.93,19.76
ENSNVIG00000007202,"ENSNVIT00000010819,ENSNVIT00000010834,ENSNVIT00000010860,ENSNVIT00000010876",6064.92,5892.25,2083,4.7,18.82
ENSNVIG00000007203,ENSNVIT00000010634,783,610.33,1,0.02,0.09
ENSNVIG00000007204,ENSNVIT00000010642,121,5.35,0,0,0
ENSNVIG00000007205,ENSNVIT00000010650,1050,877.33,1183,17.91,71.77
ENSNVIG00000007206,ENSNVIT00000010645,2065,1892.33,3062,21.49,86.13
ENSNVIG00000007207,ENSNVIT00000010776,5679,5506.33,128,0.31,1.24
ENSNVIG00000007208,ENSNVIT00000010693,1290,1117.33,439,5.22,20.91
ENSNVIG00000007209,"ENSNVIT00000010674,ENSNVIT00000010695",2335.12,2162.45,2633,16.17,64.81
ENSNVIG00000007210,"ENSNVIT00000010703,ENSNVIT00000010721",897,724.33,1018,18.67,74.81
ENSNVIG00000007211,"ENSNVIT00000010825,ENSNVIT00000010884,ENSNVIT00000010919,ENSNVIT00000010923",1531.5,1358.83,0,0,0
ENSNVIG00000007212,ENSNVIT00000010671,942,769.33,0,0,0
ENSNVIG00000007213,ENSNVIT00000010737,1486,1313.33,0,0,0
ENSNVIG00000007214,ENSNVIT00000010652,78,0,0,0,0
ENSNVIG00000007215,ENSNVIT00000010663,1545,1372.33,200,1.94,7.76
ENSNVIG00000007216,ENSNVIT00000010660,1269,1096.33,20.19,0.24,0.98
ENSNVIG00000007217,ENSNVIT00000010654,70,0,0,0,0
ENSNVIG00000007218,"ENSNVIT00000011189,ENSNVIT00000011204,ENSNVIT00000011213,ENSNVIT00000011226",744,571.33,4,0.09,0.37
ENSNVIG00000007219,"ENSNVIT00000010672,ENSNVIT00000010686",1571.76,1399.09,158,1.5,6.01
ENSNVIG00000007220,"ENSNVIT00000010772,ENSNVIT00000010790,ENSNVIT00000010796",2367.36,2194.69,470.2,2.85,11.4
ENSNVIG00000007221,"ENSNVIT00000010859,ENSNVIT00000010867,ENSNVIT00000010925,ENSNVIT00000010983,ENSNVIT00000011084,ENSNVIT00000011104,ENSNVIT00000011145,ENSNVIT00000011305,ENSNVIT00000011367,ENSNVIT00000011400",2010.56,1837.89,447,3.23,12.95
ENSNVIG00000007222,ENSNVIT00000010677,810,637.33,0,0,0
ENSNVIG00000007223,ENSNVIT00000010659,121,5.35,0,0,0
ENSNVIG00000007224,ENSNVIT00000010661,3314,3141.33,372,1.57,6.3
ENSNVIG00000007225,ENSNVIT00000010667,1277,1104.33,1034,12.44,49.84
ENSNVIG00000007226,ENSNVIT00000010669,1062,889.33,10.88,0.16,0.65
ENSNVIG00000007227,"ENSNVIT00000010846,ENSNVIT00000010858",3163.75,2991.08,260,1.15,4.63
ENSNVIG00000007228,"ENSNVIT00000010828,ENSNVIT00000010832,ENSNVIT00000010852",2000.05,1827.38,1215,8.83,35.39
ENSNVIG00000007229,ENSNVIT00000010678,109,3.02,0,0,0
ENSNVIG00000007230,ENSNVIT00000010679,405,232.74,0,0,0
ENSNVIG00000007231,ENSNVIT00000010683,1665,1492.33,1025,9.12,36.56
ENSNVIG00000007232,ENSNVIT00000010682,1829,1656.33,35,0.28,1.12
ENSNVIG00000007233,ENSNVIT00000010684,1377,1204.33,382,4.21,16.88
ENSNVIG00000007234,"ENSNVIT00000010844,ENSNVIT00000010870,ENSNVIT00000010874",1353,1180.33,826,9.29,37.25
ENSNVIG00000007235,"ENSNVIT00000010710,ENSNVIT00000010715,ENSNVIT00000010736,ENSNVIT00000010750",3724.14,3551.47,78,0.29,1.17
ENSNVIG00000007236,ENSNVIT00000010700,531,358.37,0,0,0
ENSNVIG00000007238,ENSNVIT00000010732,1037,864.33,969,14.89,59.67
ENSNVIG00000007239,ENSNVIT00000010717,671,498.33,597,15.91,63.77
ENSNVIG00000007240,ENSNVIT00000010697,507,334.39,0,0,0
ENSNVIG00000007241,ENSNVIT00000010692,119,4.9,0,0,0
ENSNVIG00000007242,ENSNVIT00000010701,2635,2462.33,597,3.22,12.91
ENSNVIG00000007243,ENSNVIT00000010696,571,398.35,141,4.7,18.84
ENSNVIG00000007244,"ENSNVIT00000010707,ENSNVIT00000010727",1823.18,1650.51,740,5.95,23.86
ENSNVIG00000007245,ENSNVIT00000010699,123,5.83,0,0,0
ENSNVIG00000007246,ENSNVIT00000010702,314,143.61,0,0,0
ENSNVIG00000007247,ENSNVIT00000010704,948,775.33,0,0,0
ENSNVIG00000007249,"ENSNVIT00000010905,ENSNVIT00000010911",2568,2395.33,280,1.55,6.22
ENSNVIG00000007250,ENSNVIT00000010708,381,208.98,0,0,0
ENSNVIG00000007251,ENSNVIT00000010711,527,354.37,0,0,0
ENSNVIG00000007252,ENSNVIT00000010718,67,0,0,0,0
ENSNVIG00000007253,ENSNVIT00000010774,1713,1540.33,44,0.38,1.52
ENSNVIG00000007255,ENSNVIT00000010739,690,517.33,0,0,0
ENSNVIG00000007256,"ENSNVIT00000010910,ENSNVIT00000010920",3861.75,3689.08,2523,9.08,36.4
ENSNVIG00000007257,ENSNVIT00000010716,484,311.42,26,1.11,4.44
ENSNVIG00000007258,ENSNVIT00000010722,291,121.77,1.09,0.12,0.48
ENSNVIG00000007259,ENSNVIT00000010725,91,1.01,0,0,0
ENSNVIG00000007260,ENSNVIT00000010723,2888,2715.33,966,4.72,18.94
ENSNVIG00000007262,"ENSNVIT00000010802,ENSNVIT00000010808,ENSNVIT00000010820",2463,2290.33,2224,12.9,51.69
ENSNVIG00000007263,ENSNVIT00000010731,414,241.68,0,0,0
ENSNVIG00000007264,ENSNVIT00000010747,3431,3258.33,39797,162.21,650.12
ENSNVIG00000007265,ENSNVIT00000010738,1455,1282.33,58,0.6,2.41
ENSNVIG00000007266,ENSNVIT00000010733,3796,3623.33,302,1.11,4.44
ENSNVIG00000007268,ENSNVIT00000010744,636,463.33,4,0.11,0.46
ENSNVIG00000007269,"ENSNVIT00000010740,ENSNVIT00000010749,ENSNVIT00000010755,ENSNVIT00000010777",1663.73,1491.06,132,1.18,4.71
ENSNVIG00000007270,ENSNVIT00000010759,2463,2290.33,314,1.82,7.3
ENSNVIG00000007271,ENSNVIT00000010752,948,775.33,0,0,0
ENSNVIG00000007272,"ENSNVIT00000010742,ENSNVIT00000010743",504,331.39,13,0.52,2.09
ENSNVIG00000007273,ENSNVIT00000010754,780,607.33,41,0.9,3.59
ENSNVIG00000007274,"ENSNVIT00000010756,ENSNVIT00000010763",640.62,477.34,691,19.23,77.05
ENSNVIG00000007275,ENSNVIT00000010748,1684,1511.33,34,0.3,1.2
ENSNVIG00000007276,"ENSNVIT00000010941,ENSNVIT00000011062,ENSNVIT00000011063,ENSNVIT00000011064,ENSNVIT00000011073,ENSNVIT00000011126,ENSNVIT00000011158",1610.17,1437.5,177,1.64,6.55
ENSNVIG00000007277,ENSNVIT00000010746,264,96.87,5,0.69,2.75
ENSNVIG00000007278,"ENSNVIT00000010766,ENSNVIT00000010768",1534,1361.33,223,2.18,8.72
ENSNVIG00000007279,ENSNVIT00000010764,3574,3401.33,1374,5.37,21.5
ENSNVIG00000007280,ENSNVIT00000010751,1014,841.33,0,0,0
ENSNVIG00000007281,ENSNVIT00000010779,1602,1429.33,749,6.96,27.89
ENSNVIG00000007282,ENSNVIT00000010791,1677,1504.33,0,0,0
ENSNVIG00000007283,ENSNVIT00000010765,537,364.36,0,0,0
ENSNVIG00000007284,ENSNVIT00000010767,1101,928.33,0,0,0
ENSNVIG00000007285,"ENSNVIT00000011001,ENSNVIT00000011055",4396,4223.33,891,2.8,11.23
ENSNVIG00000007286,ENSNVIT00000010757,94,1.24,0,0,0
ENSNVIG00000007287,ENSNVIT00000010758,65,0,0,0,0
ENSNVIG00000007288,ENSNVIT00000010786,2253,2080.33,1091,6.97,27.91
ENSNVIG00000007289,ENSNVIT00000010761,125,6.33,0,0,0
ENSNVIG00000007290,ENSNVIT00000010788,4441,4268.33,628,1.95,7.83
ENSNVIG00000007291,ENSNVIT00000010780,2339,2166.33,292,1.79,7.17
ENSNVIG00000007292,ENSNVIT00000010924,1635,1462.33,7,0.06,0.25
ENSNVIG00000007293,ENSNVIT00000010773,3174,3001.33,543,2.4,9.63
ENSNVIG00000007295,ENSNVIT00000010771,375,203.06,13,0.85,3.41
ENSNVIG00000007296,ENSNVIT00000010866,1818,1645.33,303,2.45,9.8
ENSNVIG00000007297,ENSNVIT00000010782,1141,968.33,69,0.95,3.79
ENSNVIG00000007298,ENSNVIT00000010798,2361,2188.33,20,0.12,0.49
ENSNVIG00000007299,"ENSNVIT00000010781,ENSNVIT00000010937,ENSNVIT00000011099,ENSNVIT00000011108,ENSNVIT00000011135,ENSNVIT00000011143",2065.83,1893.16,858,6.02,24.12
ENSNVIG00000007300,ENSNVIT00000010800,1272,1099.33,459.35,5.55,22.24
ENSNVIG00000007301,ENSNVIT00000010775,693,520.33,0,0,0
ENSNVIG00000007302,"ENSNVIT00000012344,ENSNVIT00000012372,ENSNVIT00000012400,ENSNVIT00000012445,ENSNVIT00000012463,ENSNVIT00000012525",3381.53,3208.86,1011,4.18,16.77
ENSNVIG00000007303,ENSNVIT00000010787,100,1.81,0,0,0
ENSNVIG00000007304,ENSNVIT00000010785,2873,2700.33,277,1.36,5.46
ENSNVIG00000007305,ENSNVIT00000010784,345,173.62,4.07,0.31,1.25
ENSNVIG00000007306,"ENSNVIT00000010794,ENSNVIT00000010812,ENSNVIT00000010814",1365,1192.33,501,5.58,22.37
ENSNVIG00000007307,ENSNVIT00000010793,887,714.33,563,10.47,41.95
ENSNVIG00000007308,ENSNVIT00000010792,1170,997.33,129,1.72,6.88
ENSNVIG00000007309,ENSNVIT00000010789,1995,1822.33,716,5.22,20.91
ENSNVIG00000007310,ENSNVIT00000010811,1104,931.33,348,4.96,19.89
ENSNVIG00000007311,ENSNVIT00000010795,717,544.33,0,0,0
ENSNVIG00000007312,ENSNVIT00000010799,1761,1588.33,108,0.9,3.62
ENSNVIG00000007313,ENSNVIT00000010921,2499,2326.33,173,0.99,3.96
ENSNVIG00000007314,ENSNVIT00000010809,1029,856.33,244,3.78,15.17
ENSNVIG00000007315,ENSNVIT00000010855,3273,3100.33,28,0.12,0.48
ENSNVIG00000007316,ENSNVIT00000010883,1785,1612.33,0,0,0
ENSNVIG00000007317,ENSNVIT00000010882,2832,2659.33,81,0.4,1.62
ENSNVIG00000007318,ENSNVIT00000010842,2870,2697.33,800,3.94,15.79
ENSNVIG00000007319,ENSNVIT00000010813,228,65.75,0,0,0
ENSNVIG00000007320,"ENSNVIT00000010845,ENSNVIT00000010853",657,484.33,0,0,0
ENSNVIG00000007321,"ENSNVIT00000010805,ENSNVIT00000010806,ENSNVIT00000010826",3010.04,2837.37,87,0.41,1.63
ENSNVIG00000007322,ENSNVIT00000010823,1930,1757.33,499,3.77,15.11
ENSNVIG00000007323,ENSNVIT00000010824,3495,3322.33,365,1.46,5.85
ENSNVIG00000007324,"ENSNVIT00000010822,ENSNVIT00000010833,ENSNVIT00000010838",2490.99,2318.32,303,1.74,6.96
